strategy,func,algo,dim,fopt_mean,fopt_std
sobol,Rastrigin,SMCO_EVO,4000,114305.59268592,228.33426208
sobol,Rastrigin,SMCO_EVO,5000,142433.69305263,223.73189367
sobol,Rastrigin,SMCO_R_EVO,50,1712.19966993,33.63573069
sobol,Rastrigin,SMCO_R_EVO,100,3269.60940248,42.3888432
sobol,Rastrigin,SMCO_R_EVO,200,6344.18981226,65.68455716
sobol,Rastrigin,SMCO_R_EVO,500,14794.52248396,67.54402505
sobol,Rastrigin,SMCO_R_EVO,1000,29137.99021097,142.45218985
sobol,Rastrigin,SMCO_R_EVO,2000,57943.79006555,222.4186199
sobol,Rastrigin,SMCO_R_EVO,3000,86092.23625255,18.82539147
sobol,Rastrigin,SMCO_R_EVO,4000,114382.16282779,231.65012059
sobol,Rastrigin,SMCO_R_EVO,5000,142537.52309274,219.84271249
sobol,Rastrigin,SMCO_BR_EVO,50,1713.22486886,29.52745797
sobol,Rastrigin,SMCO_BR_EVO,100,3260.92973721,41.97118508
sobol,Rastrigin,SMCO_BR_EVO,200,6337.23531143,64.6192599
sobol,Rastrigin,SMCO_BR_EVO,500,14783.66139471,65.44757773
sobol,Rastrigin,SMCO_BR_EVO,1000,29126.72181404,142.97628617
sobol,Rastrigin,SMCO_BR_EVO,2000,57912.08818198,212.51603035
sobol,Rastrigin,SMCO_BR_EVO,3000,86022.92131762,27.39397031
sobol,Rastrigin,SMCO_BR_EVO,4000,114318.86136905,195.5037053
sobol,Rastrigin,SMCO_BR_EVO,5000,142460.96411805,208.25362764
sobol,Rastrigin,GenSA,50,2017.66450969,0.0
sobol,Rastrigin,GenSA,100,4035.32901938,0.0
sobol,Rastrigin,GenSA,200,8070.65803877,0.0
sobol,Rastrigin,GenSA,500,20176.64509689,2e-08
sobol,Rastrigin,GenSA,1000,40353.29019372,6e-08
sobol,Rastrigin,GenSA,2000,80706.5803873,1.6e-07
sobol,Rastrigin,GenSA,3000,121059.87040453,0.00021645
sobol,Rastrigin,GenSA,4000,161412.67179775,0.69149556
sobol,Rastrigin,GenSA,5000,201766.21261094,0.22153992
sobol,Rastrigin,SA,50,2016.65940883,4.4949477
sobol,Rastrigin,SA,100,4034.39092278,3.63323251
sobol,Rastrigin,SA,200,8070.65803877,0.0
sobol,Rastrigin,SA,500,20176.64509691,0.0
sobol,Rastrigin,SA,1000,40353.29019378,1e-08
sobol,Rastrigin,SA,2000,57849.42745157,0.0
sobol,Rastrigin,SA,3000,86781.56655992,10.50107673
sobol,Rastrigin,SA,4000,115692.09726628,9.5567417
sobol,Rastrigin,SA,5000,144455.59698672,101.16087882
sobol,Rastrigin,DEoptim,50,1319.76307953,22.72062858
sobol,Rastrigin,DEoptim,100,2384.78720425,20.63837674
sobol,Rastrigin,DEoptim,200,4431.44052752,24.17102712
sobol,Rastrigin,DEoptim,500,10307.57974086,24.05821963
sobol,Rastrigin,DEoptim,1000,19911.6980942,97.73368801
sobol,Rastrigin,DEoptim,2000,39049.42474348,156.54028643
sobol,Rastrigin,DEoptim,3000,57968.50182051,4.32150444
sobol,Rastrigin,DEoptim,4000,77000.13010232,105.83384686
sobol,Rastrigin,DEoptim,5000,95772.36984368,23.4468615
sobol,Rastrigin,GA,50,1677.50704804,30.93033342
sobol,Rastrigin,GA,100,2944.84156431,66.4776253
sobol,Rastrigin,GA,200,5213.82790851,109.44182256
sobol,Rastrigin,GA,500,11268.41156735,205.2629532
sobol,Rastrigin,GA,1000,21059.08355685,235.41222602
sobol,Rastrigin,GA,2000,39985.9666256,87.99021627
sobol,Rastrigin,GA,3000,59470.21118374,6.93550716
sobol,Rastrigin,GA,4000,76768.81248488,311.52270359
sobol,Rastrigin,GA,5000,94743.88053802,23.08936978
sobol,Rastrigin,PSO,50,1513.66428745,14.78525768
sobol,Rastrigin,PSO,100,2980.09045883,18.15601053
sobol,Rastrigin,PSO,200,5904.81625745,39.28593368
sobol,Rastrigin,PSO,500,14588.07120404,8.08122392
sobol,Rastrigin,PSO,1000,29165.33059818,48.87384343
sobol,Rastrigin,PSO,2000,58152.53797893,176.28901244
sobol,Rastrigin,PSO,3000,87035.34159179,13.13594858
sobol,Rastrigin,PSO,4000,115988.19110692,116.46625603
sobol,Rastrigin,PSO,5000,144957.97011654,69.69212458
sobol,Ackley,SMCO,50,21.63699628,0.03960883
sobol,Ackley,SMCO,100,21.53521368,0.04720168
sobol,Ackley,SMCO,200,21.41822237,0.02787407
sobol,Ackley,SMCO,500,21.36773333,0.01603146
sobol,Ackley,SMCO,1000,21.35674794,0.01336454
sobol,Ackley,SMCO,2000,21.41223117,0.00643105
sobol,Ackley,SMCO,3000,21.53221419,0.00356824
sobol,Ackley,SMCO,4000,21.66499532,0.00260253
sobol,Ackley,SMCO,5000,21.69704496,0.00367952
sobol,Ackley,SMCO_R,50,22.07309395,0.01255335
sobol,Ackley,SMCO_R,100,22.03846438,0.00867916
sobol,Ackley,SMCO_R,200,21.95328103,0.03017082
sobol,Ackley,SMCO_R,500,21.9476101,0.01512724
sobol,Ackley,SMCO_R,1000,21.94929137,0.00976383
sobol,Ackley,SMCO_R,2000,21.90054567,0.00294097
sobol,Ackley,SMCO_R,3000,21.56366743,0.00415411
sobol,Ackley,SMCO_R,4000,21.69659647,0.00257511
sobol,Ackley,SMCO_R,5000,21.7257027,0.00345012
sobol,Ackley,SMCO_BR,50,22.06999457,0.01553984
sobol,Ackley,SMCO_BR,100,22.03412869,0.01311026
sobol,Ackley,SMCO_BR,200,21.97232981,0.02708793
sobol,Ackley,SMCO_BR,500,21.94777331,0.01524843
sobol,Ackley,SMCO_BR,1000,21.94129771,0.00968927
sobol,Ackley,SMCO_BR,2000,21.92156924,0.00343249
sobol,Ackley,SMCO_BR,3000,21.90992625,0.00253492
sobol,Ackley,SMCO_BR,4000,21.90941467,0.00302392
sobol,Ackley,SMCO_BR,5000,21.91259762,0.00350619
sobol,Ackley,SMCO_EVO,50,21.97752663,0.03474687
sobol,Ackley,SMCO_EVO,100,21.95480525,0.02446652
sobol,Ackley,SMCO_EVO,200,21.92471041,0.01494657
sobol,Ackley,SMCO_EVO,500,21.90080949,0.01607653
sobol,Ackley,SMCO_EVO,1000,21.89716439,0.01099787
sobol,Ackley,SMCO_EVO,2000,21.88740663,0.00843047
sobol,Ackley,SMCO_EVO,3000,21.87918206,0.0010197
sobol,Ackley,SMCO_EVO,4000,21.89227611,0.01813913
sobol,Ackley,SMCO_EVO,5000,21.87962725,0.00183424
sobol,Ackley,SMCO_R_EVO,50,22.07529871,0.01742055
sobol,Ackley,SMCO_R_EVO,100,22.04453545,0.01863491
sobol,Ackley,SMCO_R_EVO,200,21.98567746,0.02673388
sobol,Ackley,SMCO_R_EVO,500,21.94876387,0.01758703
sobol,Ackley,SMCO_R_EVO,1000,21.96176293,0.01645766
sobol,Ackley,SMCO_R_EVO,2000,21.94555814,0.00435568
sobol,Ackley,SMCO_R_EVO,3000,21.93947284,0.00617027
sobol,Ackley,SMCO_R_EVO,4000,21.92082485,0.0083666
sobol,Ackley,SMCO_R_EVO,5000,21.91723918,0.00153411
sobol,Ackley,SMCO_BR_EVO,50,22.07273105,0.02710248
sobol,Ackley,SMCO_BR_EVO,100,22.033526,0.01923497
sobol,Ackley,SMCO_BR_EVO,200,21.97709028,0.0250362
sobol,Ackley,SMCO_BR_EVO,500,21.96493899,0.01594059
sobol,Ackley,SMCO_BR_EVO,1000,21.94027778,0.01014497
sobol,Ackley,SMCO_BR_EVO,2000,21.92223404,0.00319215
sobol,Ackley,SMCO_BR_EVO,3000,21.91459008,0.00426239
sobol,Ackley,SMCO_BR_EVO,4000,21.92838426,0.00769357
sobol,Ackley,SMCO_BR_EVO,5000,21.93677007,0.00773078
sobol,Ackley,GenSA,50,22.29973317,0.00500233
sobol,Ackley,GenSA,100,22.28421294,0.00610862
sobol,Ackley,GenSA,200,22.24978918,0.00594939
sobol,Ackley,GenSA,500,22.16463458,0.00692266
sobol,Ackley,GenSA,1000,22.13118936,0.09109798
sobol,Ackley,GenSA,2000,21.94001171,0.00997303
sobol,Ackley,GenSA,3000,21.90540034,0.02071428
sobol,Ackley,GenSA,4000,21.86477087,0.00556715
sobol,Ackley,GenSA,5000,21.7314873,0.01241529
sobol,Ackley,SA,50,22.06548527,0.05143156
sobol,Ackley,SA,100,22.05759957,0.02872788
sobol,Ackley,SA,200,22.04652536,0.02294301
sobol,Ackley,SA,500,22.03743133,0.01961288
sobol,Ackley,SA,1000,21.96278046,0.02290152
sobol,Ackley,SA,2000,21.8924745,0.0081464
sobol,Ackley,SA,3000,21.86492905,0.01409715
sobol,Ackley,SA,4000,21.84268349,0.00583576
sobol,Ackley,SA,5000,21.66547433,0.01439947
sobol,Ackley,DEoptim,50,21.83010022,0.01597561
sobol,Ackley,DEoptim,100,21.69894611,0.01944533
sobol,Ackley,DEoptim,200,21.5845815,0.01166533
sobol,Ackley,DEoptim,500,21.47007228,0.01307966
sobol,Ackley,DEoptim,1000,21.40238059,0.00977965
sobol,Ackley,DEoptim,2000,21.36305693,0.00278622
sobol,Ackley,DEoptim,3000,21.34290123,0.00159538
sobol,Ackley,DEoptim,4000,21.34122139,0.00758382
sobol,Ackley,DEoptim,5000,21.32833238,0.00054819
sobol,Ackley,GA,50,21.87333817,0.0170036
sobol,Ackley,GA,100,21.74723006,0.02657078
sobol,Ackley,GA,200,21.65704026,0.02025155
sobol,Ackley,GA,500,21.53476824,0.01845147
sobol,Ackley,GA,1000,21.46911005,0.01047325
sobol,Ackley,GA,2000,21.42397827,0.01420167
sobol,Ackley,GA,3000,21.40466069,0.01114725
sobol,Ackley,GA,4000,21.39722857,0.01819583
sobol,Ackley,GA,5000,21.38560647,0.02742151
sobol,Ackley,PSO,50,22.08361389,0.05284011
sobol,Ackley,PSO,100,22.0341271,0.03048577
sobol,Ackley,PSO,200,21.95255027,0.04773278
sobol,Ackley,PSO,500,21.87354392,0.01061613
sobol,Ackley,PSO,1000,21.78589313,0.0216697
sobol,Ackley,PSO,2000,21.77345901,0.01220993
sobol,Ackley,PSO,3000,21.74146524,0.01550264
sobol,Ackley,PSO,4000,21.71180501,0.00794571
sobol,Ackley,PSO,5000,21.7214349,0.00749892
sobol,Rosenbrock,SMCO,50,28590556.0892473,1143423.43655756
sobol,Rosenbrock,SMCO,100,54630111.70819072,1678805.48785978
sobol,Rosenbrock,SMCO,200,103124528.56873003,1790986.63388525
sobol,Rosenbrock,SMCO,500,243714058.24041504,2673938.43393376
sobol,Rosenbrock,SMCO,1000,463389064.88490987,2712843.21054237
sobol,Rosenbrock,SMCO,2000,869247612.9724324,6089094.39919715
sobol,Rosenbrock,SMCO,3000,1239722873.845387,1018451.97238844
sobol,Rosenbrock,SMCO,4000,1601610810.9908462,5187853.93675735
sobol,Rosenbrock,SMCO,5000,1953961917.8469484,3915142.6489223
sobol,Rosenbrock,SMCO_R,50,27764812.00991679,1123684.5684028
sobol,Rosenbrock,SMCO_R,100,52616803.95826252,1624365.09657809
sobol,Rosenbrock,SMCO_R,200,98101461.91474606,1735329.27071502
sobol,Rosenbrock,SMCO_R,500,226905423.53129023,3088818.7330746
sobol,Rosenbrock,SMCO_R,1000,422712947.9742656,3073704.22722023
sobol,Rosenbrock,SMCO_R,2000,775822748.1332974,4752104.9516167
sobol,Rosenbrock,SMCO_R,3000,1094303115.940483,23405.68370745
sobol,Rosenbrock,SMCO_R,4000,1399385030.0219135,911116.52937325
sobol,Rosenbrock,SMCO_R,5000,1699574361.5793364,3749109.16629494
sobol,Rosenbrock,SMCO_BR,50,25826421.53841371,1047855.25360289
sobol,Rosenbrock,SMCO_BR,100,47986687.78786815,1537370.69011369
sobol,Rosenbrock,SMCO_BR,200,87336134.89183861,1585200.49625457
sobol,Rosenbrock,SMCO_BR,500,194451615.14885083,3007025.21353842
sobol,Rosenbrock,SMCO_BR,1000,348193067.76848793,3832879.82962107
sobol,Rosenbrock,SMCO_BR,2000,618155929.2741712,2168963.02989108
sobol,Rosenbrock,SMCO_BR,3000,859724697.6735848,1105521.41345009
sobol,Rosenbrock,SMCO_BR,4000,1091605069.4387069,3466802.29551939
sobol,Rosenbrock,SMCO_BR,5000,1318276891.8457017,3002866.7691948
sobol,Rosenbrock,SMCO_EVO,50,28580814.58439665,1145456.08514626
sobol,Rosenbrock,SMCO_EVO,100,54642365.27886496,1657821.70645958
sobol,Rosenbrock,SMCO_EVO,200,103161790.56746577,1785806.91729484
sobol,Rosenbrock,SMCO_EVO,500,243643057.98942876,2719671.63731589
sobol,Rosenbrock,SMCO_EVO,1000,463390623.2464468,2588129.48602078
sobol,Rosenbrock,SMCO_EVO,2000,869118998.1604986,5766365.7519368
sobol,Rosenbrock,SMCO_EVO,3000,1239270944.6241322,1318065.20902783
sobol,Rosenbrock,SMCO_EVO,4000,1601691257.611319,4383472.54756775
sobol,Rosenbrock,SMCO_EVO,5000,1954076967.4365642,4574285.31784433
sobol,Rosenbrock,SMCO_R_EVO,50,27724937.10859034,1111539.17443871
sobol,Rosenbrock,SMCO_R_EVO,100,52599687.93597718,1617500.44685854
sobol,Rosenbrock,SMCO_R_EVO,200,98056452.77600032,1782324.12129477
sobol,Rosenbrock,SMCO_R_EVO,500,226988996.3101281,3075412.35727602
sobol,Rosenbrock,SMCO_R_EVO,1000,422669231.5976954,3086666.5259885
sobol,Rosenbrock,SMCO_R_EVO,2000,776076535.7725594,4658459.45499964
sobol,Rosenbrock,SMCO_R_EVO,3000,1094196173.155689,555078.48336532
sobol,Rosenbrock,SMCO_R_EVO,4000,1399514464.6951823,1437114.75861349
sobol,Rosenbrock,SMCO_R_EVO,5000,1699732400.7509956,4177953.67243621
sobol,Rosenbrock,SMCO_BR_EVO,50,25777195.21691478,1066316.00138518
sobol,Rosenbrock,SMCO_BR_EVO,100,47962537.3003713,1580019.78209515
sobol,Rosenbrock,SMCO_BR_EVO,200,87256989.45341036,1646413.90367626
sobol,Rosenbrock,SMCO_BR_EVO,500,194307656.8873442,2869967.81927375
sobol,Rosenbrock,SMCO_BR_EVO,1000,348019751.24023837,3801372.06017979
sobol,Rosenbrock,SMCO_BR_EVO,2000,618377998.3766528,2001910.3145692
sobol,Rosenbrock,SMCO_BR_EVO,3000,860040440.1750121,928107.60945153
sobol,Rosenbrock,SMCO_BR_EVO,4000,1091360785.0485091,3586412.18557928
sobol,Rosenbrock,SMCO_BR_EVO,5000,1318443378.4286544,3336470.07019049
sobol,Rosenbrock,GenSA,50,39986469.0,0.0
sobol,Rosenbrock,GenSA,100,80490519.0,0.0
sobol,Rosenbrock,GenSA,200,161498619.0,0.0
sobol,Rosenbrock,GenSA,500,404522919.0,0.0
sobol,Rosenbrock,GenSA,1000,809563419.0,0.0
sobol,Rosenbrock,GenSA,2000,1619644419.0,0.0
sobol,Rosenbrock,GenSA,3000,2429725419.0,0.0
sobol,Rosenbrock,GenSA,4000,3239806419.0,0.0
sobol,Rosenbrock,GenSA,5000,4049887419.0,0.0
sobol,Rosenbrock,SA,50,27331490.25,2316655.68128128
sobol,Rosenbrock,SA,100,52882416.0,2949626.04275997
sobol,Rosenbrock,SA,200,108594778.5,3608822.76201014
sobol,Rosenbrock,SA,500,269683542.0,10548525.59288536
sobol,Rosenbrock,SA,1000,542589309.0,12621181.79874858
sobol,Rosenbrock,SA,2000,1082940579.0,8933773.43087875
sobol,Rosenbrock,SA,3000,1590726046.5,9291924.04147884
sobol,Rosenbrock,SA,4000,2174326321.5,43627848.46757301
sobol,Rosenbrock,SA,5000,2720911801.5,9737210.39479545
sobol,Rosenbrock,DEoptim,50,19070985.76680293,879559.77396488
sobol,Rosenbrock,DEoptim,100,28044571.62015562,897585.1057089
sobol,Rosenbrock,DEoptim,200,45125424.91177361,1220595.58417272
sobol,Rosenbrock,DEoptim,500,90626987.21461594,2641635.799278
sobol,Rosenbrock,DEoptim,1000,160936607.22145408,1809647.55990471
sobol,Rosenbrock,DEoptim,2000,298880966.55981404,1950522.26820004
sobol,Rosenbrock,DEoptim,3000,435025937.7010499,1217440.10858186
sobol,Rosenbrock,DEoptim,4000,570759716.329524,5675936.20214147
sobol,Rosenbrock,DEoptim,5000,703836218.4663241,2028375.75898374
sobol,Rosenbrock,GA,50,26248513.5119487,1670717.20601426
sobol,Rosenbrock,GA,100,45144330.78568907,2165425.55840196
sobol,Rosenbrock,GA,200,77429598.63905175,2892965.18567918
sobol,Rosenbrock,GA,500,148048142.29008248,6077435.54117778
sobol,Rosenbrock,GA,1000,228741053.82543468,7389568.32242458
sobol,Rosenbrock,GA,2000,378960173.9105427,6896060.8276522
sobol,Rosenbrock,GA,3000,558462340.9012433,5478799.34591137
sobol,Rosenbrock,GA,4000,681387818.6390367,13240574.11462637
sobol,Rosenbrock,GA,5000,863871393.4097356,12846378.8507324
sobol,Rosenbrock,PSO,50,30841751.25,1840176.92048709
sobol,Rosenbrock,PSO,100,58428327.0,3610244.67026959
sobol,Rosenbrock,PSO,200,114019960.5,6510695.67866004
sobol,Rosenbrock,PSO,500,275462037.0,6193684.96372575
sobol,Rosenbrock,PSO,1000,532788129.0,12765771.19146793
sobol,Rosenbrock,PSO,2000,1038838524.0,7808743.05474799
sobol,Rosenbrock,PSO,3000,1567742184.0,1543260.54993964
sobol,Rosenbrock,PSO,4000,2080429884.0,10310444.18463385
sobol,Rosenbrock,PSO,5000,2607259441.5,28607564.0033543
sobol,Griewank,SMCO,50,4400.89200506,5.90461186
sobol,Griewank,SMCO,100,8740.09630003,8.42755298
sobol,Griewank,SMCO,200,17226.59242376,12.77411878
sobol,Griewank,SMCO_R,50,4332.10767341,9.00328835
sobol,Griewank,SMCO_R,100,8565.92068992,12.90743594
sobol,Griewank,SMCO_R,200,16732.05754061,22.18238311
sobol,Griewank,SMCO_BR,50,4161.670566,17.9852853
sobol,Griewank,SMCO_BR,100,8146.54301849,23.16916436
sobol,Griewank,SMCO_BR,200,15582.82164854,43.64319456
sobol,Griewank,SMCO_EVO,50,4400.68998186,6.03703578
sobol,Griewank,SMCO_EVO,100,8741.08656828,6.03805764
sobol,Griewank,SMCO_EVO,200,17224.01728074,14.01000462
sobol,Griewank,SMCO_R_EVO,50,4331.92694218,9.56370908
sobol,Griewank,SMCO_R_EVO,100,8568.88278304,14.24676371
sobol,Griewank,SMCO_R_EVO,200,16725.69645681,22.53989689
sobol,Griewank,SMCO_BR_EVO,50,4161.41926806,16.58698509
sobol,Griewank,SMCO_BR_EVO,100,8151.74184993,27.3738061
sobol,Griewank,SMCO_BR_EVO,200,15580.61859943,53.10144652
sobol,Griewank,GenSA,50,4501.0,0.0
sobol,Griewank,GenSA,100,9001.0,0.0
sobol,Griewank,GenSA,200,18001.0,0.0
sobol,Griewank,SA,50,4501.0,0.0
sobol,Griewank,SA,100,9001.0,0.0
sobol,Griewank,SA,200,18001.0,0.0
sobol,Griewank,DEoptim,50,2632.15324533,45.34744873
sobol,Griewank,DEoptim,100,4549.27757778,98.02540848
sobol,Griewank,DEoptim,200,7992.15823964,104.21983942
sobol,Griewank,GA,50,4252.25924766,20.13193741
sobol,Griewank,GA,100,7833.49022911,54.37418962
sobol,Griewank,GA,200,13845.08661474,217.06375432
sobol,Griewank,PSO,50,4501.0,0.0
sobol,Griewank,PSO,100,9001.0,0.0
sobol,Griewank,PSO,200,18001.0,0.0
sobol,Zakharov,SMCO,50,1544460382804846.5,7992420858986.233
sobol,Zakharov,SMCO,100,3.726719113127506e+17,1250349683025672.0
sobol,Zakharov,SMCO,200,8.905104024024446e+19,2.5670340792716826e+17
sobol,Zakharov,SMCO,500,1.2530257290868337e+23,6.107884466985734e+20
sobol,Zakharov,SMCO_R,50,1472185536847872.8,12426341458557.328
sobol,Zakharov,SMCO_R,100,3.5073620183415974e+17,1926915758823682.0
sobol,Zakharov,SMCO_R,200,8.126408086905997e+19,3.836824921014385e+17
sobol,Zakharov,SMCO_R,500,1.0966824087560668e+23,9.345209817156776e+20
sobol,Zakharov,SMCO_BR,50,1302651618260598.5,23315286833952.996
sobol,Zakharov,SMCO_BR,100,3.007640369869114e+17,3232375327143844.0
sobol,Zakharov,SMCO_BR,200,6.463198018702149e+19,6.435082558752614e+17
sobol,Zakharov,SMCO_BR,500,7.947977905345289e+22,1.3861791465852392e+21
sobol,Zakharov,SMCO_EVO,50,1542792371747628.0,7715588968225.075
sobol,Zakharov,SMCO_EVO,100,3.726256176222943e+17,1146221381294848.5
sobol,Zakharov,SMCO_EVO,200,8.907148913005378e+19,2.0973367988493043e+17
sobol,Zakharov,SMCO_EVO,500,1.252906110152591e+23,5.8188357675037996e+20
sobol,Zakharov,SMCO_R_EVO,50,1472665333633579.2,12983324449031.217
sobol,Zakharov,SMCO_R_EVO,100,3.5052787329684006e+17,2117267586931620.2
sobol,Zakharov,SMCO_R_EVO,200,8.123722670750595e+19,3.633441822309553e+17
sobol,Zakharov,SMCO_R_EVO,500,1.0970032264928557e+23,8.691557893074829e+20
sobol,Zakharov,SMCO_BR_EVO,50,1302917253201241.0,22690587550090.137
sobol,Zakharov,SMCO_BR_EVO,100,3.008164305279717e+17,3382206990561740.0
sobol,Zakharov,SMCO_BR_EVO,200,6.463244383320889e+19,6.684695907216036e+17
sobol,Zakharov,SMCO_BR_EVO,500,7.951359634206635e+22,1.3540375862205022e+21
sobol,Zakharov,GenSA,50,1651660441036249.5,0.51298918
sobol,Zakharov,GenSA,100,4.064859420438224e+17,66.2462937
sobol,Zakharov,GenSA,200,1.0201505007260028e+20,17270.25239473
sobol,Zakharov,GenSA,500,1.538122607450211e+23,0.0
sobol,Zakharov,SA,50,1651660441036249.5,0.51298918
sobol,Zakharov,SA,100,4.064859420438224e+17,66.2462937
sobol,Zakharov,SA,200,1.0201505007260028e+20,17270.25239473
sobol,Zakharov,SA,500,1.538122607450211e+23,0.0
sobol,Zakharov,DEoptim,50,1104786159318461.4,41008676014195.79
sobol,Zakharov,DEoptim,100,1.564472855667245e+17,9897128688007304.0
sobol,Zakharov,DEoptim,200,2.0586170592747446e+19,1.8998501404724483e+18
sobol,Zakharov,DEoptim,500,1.2943695526983188e+22,5.9235355357647e+20
sobol,Zakharov,GA,50,1512953031732195.5,14874814047637.252
sobol,Zakharov,GA,100,3.259341240180298e+17,7040179989504867.0
sobol,Zakharov,GA,200,6.714015930255444e+19,1.8176817638186586e+18
sobol,Zakharov,GA,500,6.343866956064009e+22,1.1512716884013191e+21
sobol,Zakharov,PSO,50,853915058111520.0,250234577726447.6
sobol,Zakharov,PSO,100,1.378653984224628e+17,3.77021994835253e+16
sobol,Zakharov,PSO,200,1.881315786450292e+19,3.9640962279944996e+18
sobol,Zakharov,PSO,500,1.2531567661324549e+22,1.1182216567605034e+21
