strategy,func,dim,algo,fopt_mean,time_mean,is_pareto,is_evo
current-to-best1bin,Rastrigin,50,SMCO_BR_EVO,1712.82565972,5.16,0,True
current-to-best1bin,Rastrigin,50,DEoptim,1319.76307953,31.26,0,False
current-to-best1bin,Rastrigin,50,GD,1457.88138575,0.44,0,False
current-to-best1bin,Rastrigin,50,PSO,1513.66428745,0.28,1,False
current-to-best1bin,Rastrigin,50,ADAM,1497.59990183,4.31,0,False
current-to-best1bin,Rastrigin,500,GenSA,20176.64509689,63.26,1,False
current-to-best1bin,Rastrigin,500,SMCO_EVO,14779.68241267,251.63,0,True
current-to-best1bin,Rastrigin,500,SMCO_BR,14784.4241961,253.13,0,False
current-to-best1bin,Rastrigin,500,SMCO_R_EVO,14794.53721476,257.9,0,True
current-to-best1bin,Rastrigin,500,SA,20176.64509691,187.99,1,False
current-to-best1bin,Rastrigin,500,SMCO,14779.85184275,250.25,0,False
current-to-best1bin,Rastrigin,500,GA,11268.41156735,1.53,0,False
current-to-best1bin,Rastrigin,500,SMCO_R,14794.53924205,249.72,0,False
current-to-best1bin,Rastrigin,500,DEoptim,10307.57974086,802.86,0,False
current-to-best1bin,Rastrigin,500,SMCO_BR_EVO,14784.72336393,258.31,0,True
current-to-best1bin,Rastrigin,500,PSO,14588.07120404,0.56,1,False
current-to-best1bin,Rastrigin,5000,GenSA,201766.21261094,3239.39,1,False
current-to-best1bin,Rastrigin,5000,SMCO_EVO,142432.29777746,32419.09,0,True
current-to-best1bin,Rastrigin,5000,SMCO_BR,142460.14573843,33733.0,0,False
current-to-best1bin,Rastrigin,5000,SMCO_R_EVO,142540.8363879,31799.42,0,True
current-to-best1bin,Rastrigin,5000,SA,144455.59698672,2151.03,0,False
current-to-best1bin,Rastrigin,5000,SMCO,142458.32504619,31958.51,0,False
current-to-best1bin,Rastrigin,5000,GA,94743.88053802,9.68,0,False
current-to-best1bin,Rastrigin,5000,SMCO_R,142512.25069086,31211.51,0,False
current-to-best1bin,Rastrigin,5000,DEoptim,95772.36984368,45874.36,0,False
current-to-best1bin,Rastrigin,5000,SMCO_BR_EVO,142458.48954384,33725.39,0,True
current-to-best1bin,Rastrigin,5000,PSO,144957.97011654,4.52,1,False
current-to-best1bin,Rosenbrock,100,GenSA,80490519.0,6.4,1,False
current-to-best1bin,Rosenbrock,100,optimNM,16771626.49192624,0.45,0,False
current-to-best1bin,Rosenbrock,100,SPSA,62819103.0,0.24,1,False
current-to-best1bin,Rosenbrock,100,optimLBFGS,58029237.0,0.11,1,False
current-to-best1bin,Rosenbrock,100,SMCO_BR,47986687.78786815,12.85,0,False
current-to-best1bin,Rosenbrock,100,SMCO_EVO,54630038.65914771,12.75,0,True
current-to-best1bin,Rosenbrock,100,SA,52882416.0,3.83,0,False
current-to-best1bin,Rosenbrock,100,SMCO_R_EVO,52615451.99542574,12.8,0,True
current-to-best1bin,Rosenbrock,100,BOBYQA,56224390.06931542,486.77,0,False
current-to-best1bin,Rosenbrock,100,SignGD,53284748.33492387,3.06,0,False
current-to-best1bin,Rosenbrock,100,GA,45144330.78568907,0.98,0,False
current-to-best1bin,Rosenbrock,100,SMCO_R,52616803.95826252,12.87,0,False
current-to-best1bin,Rosenbrock,100,SMCO,54630111.70819072,12.36,0,False
current-to-best1bin,Rosenbrock,100,SMCO_BR_EVO,48026755.33157219,12.62,0,True
current-to-best1bin,Rosenbrock,100,DEoptim,28044571.62015562,67.05,0,False
current-to-best1bin,Rosenbrock,100,GD,57996234.0,0.12,0,False
current-to-best1bin,Rosenbrock,100,PSO,58428327.0,0.28,0,False
current-to-best1bin,Rosenbrock,100,ADAM,45450527.51475112,14.56,0,False
current-to-best1bin,Rosenbrock,1000,GenSA,809563419.0,164.66,1,False
current-to-best1bin,Rosenbrock,1000,SMCO_EVO,463443829.07431805,533.42,0,True
current-to-best1bin,Rosenbrock,1000,SMCO_BR,348193067.76848793,541.46,0,False
current-to-best1bin,Rosenbrock,1000,SMCO_R_EVO,422659750.85499537,531.32,0,True
current-to-best1bin,Rosenbrock,1000,SA,542589309.0,44.93,1,False
current-to-best1bin,Rosenbrock,1000,SMCO,463389064.88490987,542.3,0,False
current-to-best1bin,Rosenbrock,1000,GA,228741053.82543468,2.19,0,False
current-to-best1bin,Rosenbrock,1000,SMCO_R,422712947.9742656,544.35,0,False
current-to-best1bin,Rosenbrock,1000,DEoptim,160936607.22145408,1954.56,0,False
current-to-best1bin,Rosenbrock,1000,SMCO_BR_EVO,361314025.78286856,529.39,0,True
current-to-best1bin,Rosenbrock,1000,PSO,532788129.0,0.82,1,False
current-to-best1bin,Rosenbrock,200,GenSA,161498619.0,15.61,1,False
current-to-best1bin,Rosenbrock,200,optimNM,31865156.69439496,1.19,0,False
current-to-best1bin,Rosenbrock,200,SPSA,120061597.5,0.53,1,False
current-to-best1bin,Rosenbrock,200,optimLBFGS,113682352.5,0.34,1,False
current-to-best1bin,Rosenbrock,200,SMCO_BR,87336134.89183861,41.19,0,False
current-to-best1bin,Rosenbrock,200,SMCO_R_EVO,98481818.8781041,43.1,0,True
current-to-best1bin,Rosenbrock,200,SA,108594778.5,7.77,0,False
current-to-best1bin,Rosenbrock,200,SMCO_EVO,103140206.49786988,42.02,0,True
current-to-best1bin,Rosenbrock,200,BOBYQA,92167514.63310555,1061.09,0,False
current-to-best1bin,Rosenbrock,200,SignGD,102750654.84401383,8.93,0,False
current-to-best1bin,Rosenbrock,200,GA,77429598.63905175,1.01,0,False
current-to-best1bin,Rosenbrock,200,SMCO,103124528.56873003,39.51,0,False
current-to-best1bin,Rosenbrock,200,SMCO_BR_EVO,88751492.55925764,42.81,0,True
current-to-best1bin,Rosenbrock,200,SMCO_R,98101461.91474606,41.49,0,False
current-to-best1bin,Rosenbrock,200,DEoptim,45125424.91177361,177.58,0,False
current-to-best1bin,Rosenbrock,200,GD,113610348.0,0.38,0,False
current-to-best1bin,Rosenbrock,200,PSO,114019960.5,0.35,1,False
current-to-best1bin,Rosenbrock,200,ADAM,88888122.33250095,46.79,0,False
current-to-best1bin,Rosenbrock,2000,GenSA,1619644419.0,438.92,1,False
current-to-best1bin,Rosenbrock,2000,SMCO_EVO,869037289.3809952,1585.07,0,True
current-to-best1bin,Rosenbrock,2000,SMCO_BR,618155929.2741712,1534.73,0,False
current-to-best1bin,Rosenbrock,2000,SMCO_R_EVO,775870948.4175621,1509.95,0,True
current-to-best1bin,Rosenbrock,2000,SA,1082940579.0,94.23,1,False
current-to-best1bin,Rosenbrock,2000,SMCO,869247612.9724324,1684.95,0,False
current-to-best1bin,Rosenbrock,2000,GA,378960173.9105427,3.24,0,False
current-to-best1bin,Rosenbrock,2000,SMCO_R,775822748.1332974,1698.66,0,False
current-to-best1bin,Rosenbrock,2000,DEoptim,298880966.55981404,6798.43,0,False
current-to-best1bin,Rosenbrock,2000,SMCO_BR_EVO,667858608.950692,1530.9,0,True
current-to-best1bin,Rosenbrock,2000,PSO,1038838524.0,1.12,1,False
current-to-best1bin,Rosenbrock,3000,GenSA,2429725419.0,884.56,1,False
current-to-best1bin,Rosenbrock,3000,SMCO_EVO,1239385157.2331452,3385.49,0,True
current-to-best1bin,Rosenbrock,3000,SMCO_BR,859724697.6735848,3590.5,0,False
current-to-best1bin,Rosenbrock,3000,SMCO_R_EVO,1110555709.568077,3350.35,0,True
current-to-best1bin,Rosenbrock,3000,SA,1590726046.5,153.55,1,False
current-to-best1bin,Rosenbrock,3000,SMCO,1239722873.845387,3539.64,0,False
current-to-best1bin,Rosenbrock,3000,GA,558462340.9012433,3.97,0,False
current-to-best1bin,Rosenbrock,3000,SMCO_R,1094303115.940483,3523.9,0,False
current-to-best1bin,Rosenbrock,3000,DEoptim,435025937.7010499,15981.26,0,False
current-to-best1bin,Rosenbrock,3000,SMCO_BR_EVO,928660317.1534901,3350.64,0,True
current-to-best1bin,Rosenbrock,3000,PSO,1567742184.0,1.55,1,False
current-to-best1bin,Rosenbrock,4000,GenSA,3239806419.0,1482.82,1,False
current-to-best1bin,Rosenbrock,4000,SMCO_EVO,1601826824.5663753,5401.89,0,True
current-to-best1bin,Rosenbrock,4000,SMCO_BR,1091605069.4387069,6177.98,0,False
current-to-best1bin,Rosenbrock,4000,SMCO_R_EVO,1433132239.4677372,5433.43,0,True
current-to-best1bin,Rosenbrock,4000,SA,2174326321.5,217.76,1,False
current-to-best1bin,Rosenbrock,4000,SMCO,1601610810.9908462,5863.7,0,False
current-to-best1bin,Rosenbrock,4000,GA,681387818.6390367,6.22,0,False
current-to-best1bin,Rosenbrock,4000,SMCO_R,1399385030.0219135,6252.72,0,False
current-to-best1bin,Rosenbrock,4000,DEoptim,570759716.329524,27268.86,0,False
current-to-best1bin,Rosenbrock,4000,SMCO_BR_EVO,1239822826.0694354,5448.01,0,True
current-to-best1bin,Rosenbrock,4000,PSO,2080429884.0,2.44,1,False
current-to-best1bin,Rosenbrock,50,GenSA,39986469.0,3.02,1,False
current-to-best1bin,Rosenbrock,50,optimNM,10613361.00086785,0.25,0,False
current-to-best1bin,Rosenbrock,50,SPSA,33023281.5,0.13,1,False
current-to-best1bin,Rosenbrock,50,optimLBFGS,29931543.0,0.05,1,False
current-to-best1bin,Rosenbrock,50,SMCO_EVO,28580313.2879377,5.48,0,True
current-to-best1bin,Rosenbrock,50,SMCO_BR,25826421.53841371,5.22,0,False
current-to-best1bin,Rosenbrock,50,SA,27331490.25,1.88,0,False
current-to-best1bin,Rosenbrock,50,SMCO_R_EVO,27768828.65318396,5.56,0,True
current-to-best1bin,Rosenbrock,50,BOBYQA,30632859.9306966,182.58,0,False
current-to-best1bin,Rosenbrock,50,SignGD,27047836.990696,1.35,0,False
current-to-best1bin,Rosenbrock,50,GA,26248513.5119487,0.97,0,False
current-to-best1bin,Rosenbrock,50,SMCO_R,27764812.00991679,5.35,0,False
current-to-best1bin,Rosenbrock,50,SMCO,28590556.0892473,5.15,0,False
current-to-best1bin,Rosenbrock,50,SMCO_BR_EVO,25824113.6415854,5.21,0,True
current-to-best1bin,Rosenbrock,50,DEoptim,19070985.76680293,30.25,0,False
current-to-best1bin,Rosenbrock,50,GD,29870788.5,0.05,0,False
current-to-best1bin,Rosenbrock,50,PSO,30841751.25,0.3,0,False
current-to-best1bin,Rosenbrock,50,ADAM,23710820.00862888,5.79,0,False
current-to-best1bin,Rosenbrock,500,GenSA,404522919.0,53.79,1,False
current-to-best1bin,Rosenbrock,500,SMCO_EVO,243705721.84840137,171.11,0,True
current-to-best1bin,Rosenbrock,500,SMCO_BR,194451615.14885083,177.18,0,False
current-to-best1bin,Rosenbrock,500,SMCO_R_EVO,227000486.48482817,178.77,0,True
current-to-best1bin,Rosenbrock,500,SA,269683542.0,20.8,0,False
current-to-best1bin,Rosenbrock,500,SMCO,243714058.24041504,172.14,0,False
current-to-best1bin,Rosenbrock,500,GA,148048142.29008248,1.46,0,False
current-to-best1bin,Rosenbrock,500,SMCO_R,226905423.5312902,178.24,0,False
current-to-best1bin,Rosenbrock,500,DEoptim,90626987.21461594,627.98,0,False
current-to-best1bin,Rosenbrock,500,SMCO_BR_EVO,198440396.84318468,172.61,0,True
current-to-best1bin,Rosenbrock,500,PSO,275462037.0,0.64,1,False
current-to-best1bin,Rosenbrock,5000,GenSA,4049887419.0,2262.76,1,False
current-to-best1bin,Rosenbrock,5000,SMCO_EVO,1953906656.3506606,8574.39,0,True
current-to-best1bin,Rosenbrock,5000,SMCO_BR,1318276891.8457017,8689.19,0,False
current-to-best1bin,Rosenbrock,5000,SMCO_R_EVO,1767633840.916448,8840.55,0,True
current-to-best1bin,Rosenbrock,5000,SA,2720911801.5,306.44,1,False
current-to-best1bin,Rosenbrock,5000,SMCO,1953961917.8469484,8915.5,0,False
current-to-best1bin,Rosenbrock,5000,GA,863871393.4097356,6.28,0,False
current-to-best1bin,Rosenbrock,5000,SMCO_R,1699574361.5793364,9206.3,0,False
current-to-best1bin,Rosenbrock,5000,DEoptim,703836218.4663241,41483.92,0,False
current-to-best1bin,Rosenbrock,5000,SMCO_BR_EVO,1529914988.3765254,8856.45,0,True
current-to-best1bin,Rosenbrock,5000,PSO,2607259441.5,3.12,1,False
current-to-best1bin,Zakharov,100,GenSA,4.064859420438224e+17,6.12,0,False
current-to-best1bin,Zakharov,100,optimNM,5127426016704594.0,0.41,0,False
current-to-best1bin,Zakharov,100,SPSA,4.0491194738154456e+16,0.4,0,False
current-to-best1bin,Zakharov,100,optimLBFGS,4.064859420438224e+17,0.1,1,False
current-to-best1bin,Zakharov,100,SMCO_BR,3.007640369869114e+17,14.84,0,False
current-to-best1bin,Zakharov,100,SMCO_R_EVO,3.519512055367801e+17,14.52,0,True
current-to-best1bin,Zakharov,100,SA,4.064859420438224e+17,3.97,0,False
current-to-best1bin,Zakharov,100,SMCO_EVO,3.73893546280408e+17,14.56,0,True
current-to-best1bin,Zakharov,100,BOBYQA,3.7367845082410195e+17,213.22,0,False
current-to-best1bin,Zakharov,100,SignGD,4.064859420438224e+17,3.66,0,False
current-to-best1bin,Zakharov,100,GA,3.259341240180298e+17,0.94,0,False
current-to-best1bin,Zakharov,100,SMCO,3.726719113127506e+17,13.84,0,False
current-to-best1bin,Zakharov,100,SMCO_R,3.5073620183415974e+17,14.65,0,False
current-to-best1bin,Zakharov,100,SMCO_BR_EVO,3.0432878251545683e+17,14.85,0,True
current-to-best1bin,Zakharov,100,DEoptim,1.564472855667245e+17,69.44,0,False
current-to-best1bin,Zakharov,100,GD,4.064859420438224e+17,0.1,0,False
current-to-best1bin,Zakharov,100,PSO,1.378653984224628e+17,0.32,0,False
current-to-best1bin,Zakharov,100,ADAM,8.880945320640266e+16,15.88,0,False
current-to-best1bin,Zakharov,200,GenSA,1.0201505007260028e+20,15.6,0,False
current-to-best1bin,Zakharov,200,optimNM,8.155673609713709e+17,1.34,0,False
current-to-best1bin,Zakharov,200,SPSA,5.61846952147701e+18,0.73,0,False
current-to-best1bin,Zakharov,200,optimLBFGS,1.0201505007260028e+20,0.32,1,False
current-to-best1bin,Zakharov,200,SMCO_BR,6.463198018702149e+19,48.8,0,False
current-to-best1bin,Zakharov,200,SMCO_R_EVO,8.182450588926935e+19,46.03,0,True
current-to-best1bin,Zakharov,200,SA,1.0201505007260028e+20,7.61,0,False
current-to-best1bin,Zakharov,200,SMCO_EVO,8.92076331233532e+19,50.15,0,True
current-to-best1bin,Zakharov,200,BOBYQA,8.530510366187115e+19,566.33,0,False
current-to-best1bin,Zakharov,200,SignGD,1.0201505007260028e+20,10.84,0,False
current-to-best1bin,Zakharov,200,GA,6.714015930255444e+19,1.09,0,False
current-to-best1bin,Zakharov,200,SMCO,8.905104024024446e+19,45.96,0,False
current-to-best1bin,Zakharov,200,SMCO_R,8.126408086905997e+19,46.57,0,False
current-to-best1bin,Zakharov,200,SMCO_BR_EVO,6.5618726300327985e+19,47.71,0,True
current-to-best1bin,Zakharov,200,DEoptim,2.0586170592747446e+19,177.78,0,False
current-to-best1bin,Zakharov,200,GD,1.0201505007260028e+20,0.33,0,False
current-to-best1bin,Zakharov,200,PSO,1.881315786450292e+19,0.37,0,False
current-to-best1bin,Zakharov,200,ADAM,2.076356603334561e+19,52.03,0,False
current-to-best1bin,Zakharov,50,GenSA,1651660441036249.5,2.93,0,False
current-to-best1bin,Zakharov,50,optimNM,32231142211511.2,0.25,0,False
current-to-best1bin,Zakharov,50,SPSA,371549039166977.9,0.27,0,False
current-to-best1bin,Zakharov,50,optimLBFGS,1651660441036249.5,0.04,0,False
current-to-best1bin,Zakharov,50,SMCO_BR,1302651618260598.5,5.8,0,False
current-to-best1bin,Zakharov,50,SMCO_EVO,1547233201559311.5,5.76,0,True
current-to-best1bin,Zakharov,50,SMCO_R_EVO,1481998819953021.5,6.1,0,True
current-to-best1bin,Zakharov,50,SA,1651660441036249.5,2.17,0,False
current-to-best1bin,Zakharov,50,BOBYQA,1150165582894668.5,40.42,0,False
current-to-best1bin,Zakharov,50,SMCO,1544460382804846.5,5.75,0,False
current-to-best1bin,Zakharov,50,SignGD,1651660441036249.5,1.63,0,False
current-to-best1bin,Zakharov,50,SMCO_R,1472185536847872.8,6.1,0,False
current-to-best1bin,Zakharov,50,GA,1512953031732195.5,0.92,0,False
current-to-best1bin,Zakharov,50,SMCO_BR_EVO,1321579327789853.5,6.01,0,True
current-to-best1bin,Zakharov,50,DEoptim,1104786159318461.6,30.2,0,False
current-to-best1bin,Zakharov,50,GD,1651660441036249.5,0.04,1,False
current-to-best1bin,Zakharov,50,PSO,853915058111520.0,0.32,0,False
current-to-best1bin,Zakharov,50,ADAM,398995567428997.25,6.41,0,False
current-to-best1bin,Zakharov,500,GenSA,1.538122607450211e+23,50.76,0,False
current-to-best1bin,Zakharov,500,SMCO_EVO,1.2564853484884616e+23,177.27,0,True
current-to-best1bin,Zakharov,500,SMCO_BR,7.947977905345289e+22,177.19,0,False
current-to-best1bin,Zakharov,500,SMCO_R_EVO,1.098959045083418e+23,170.22,0,True
current-to-best1bin,Zakharov,500,SA,1.538122607450211e+23,21.27,1,False
current-to-best1bin,Zakharov,500,SMCO,1.2530257290868337e+23,179.55,0,False
current-to-best1bin,Zakharov,500,GA,6.343866956064009e+22,1.67,1,False
current-to-best1bin,Zakharov,500,SMCO_R,1.0966824087560668e+23,176.13,0,False
current-to-best1bin,Zakharov,500,DEoptim,1.2943695526983188e+22,562.71,0,False
current-to-best1bin,Zakharov,500,SMCO_BR_EVO,8.054490557151366e+22,170.93,0,True
current-to-best1bin,Zakharov,500,PSO,1.2531567661324549e+22,0.64,1,False
best1bin,Ackley,100,GenSA,22.28421294,7.84,1,False
best1bin,Ackley,100,optimNM,21.56106255,0.7,0,False
best1bin,Ackley,100,SPSA,21.5221555,0.21,1,False
best1bin,Ackley,100,optimLBFGS,21.99607926,0.8,0,False
best1bin,Ackley,100,SMCO_EVO,22.14155917,21.19,0,True
best1bin,Ackley,100,SMCO_BR,22.03412869,22.51,0,False
best1bin,Ackley,100,SMCO_R_EVO,22.17820225,20.96,0,True
best1bin,Ackley,100,GD,21.99607093,20.05,0,False
best1bin,Ackley,100,SA,22.05759957,33.82,0,False
best1bin,Ackley,100,BOBYQA,21.967178,35.82,0,False
best1bin,Ackley,100,SignGD,21.9938399,9.41,0,False
best1bin,Ackley,100,GA,21.74723006,1.1,0,False
best1bin,Ackley,100,SMCO,21.53521368,20.82,0,False
best1bin,Ackley,100,SMCO_R,22.03846438,21.24,0,False
best1bin,Ackley,100,DEoptim,21.69894611,74.66,0,False
best1bin,Ackley,100,SMCO_BR_EVO,22.2007607,22.71,0,True
best1bin,Ackley,100,PSO,22.0341271,0.52,1,False
best1bin,Ackley,100,ADAM,21.99591755,19.03,0,False
best1bin,Ackley,1000,GenSA,22.13118936,194.46,1,False
best1bin,Ackley,1000,SMCO_EVO,22.09938953,1301.63,0,True
best1bin,Ackley,1000,SMCO_BR,21.94129771,1308.65,0,False
best1bin,Ackley,1000,SMCO_R_EVO,22.1678719,1310.42,1,True
best1bin,Ackley,1000,SA,21.96278046,470.58,0,False
best1bin,Ackley,1000,SMCO,21.35674794,1348.13,0,False
best1bin,Ackley,1000,GA,21.46911005,2.75,0,False
best1bin,Ackley,1000,SMCO_R,21.94929137,1337.8,0,False
best1bin,Ackley,1000,DEoptim,21.40238059,2397.12,0,False
best1bin,Ackley,1000,SMCO_BR_EVO,22.1789272,1331.06,1,True
best1bin,Ackley,1000,PSO,21.78589313,1.42,1,False
best1bin,Ackley,200,GenSA,22.24978918,18.01,1,False
best1bin,Ackley,200,optimNM,21.44036847,1.8,0,False
best1bin,Ackley,200,SPSA,21.45946628,0.27,1,False
best1bin,Ackley,200,optimLBFGS,21.98502321,2.5,1,False
best1bin,Ackley,200,SMCO_BR,21.97232981,72.44,0,False
best1bin,Ackley,200,SMCO_EVO,22.11058018,73.46,0,True
best1bin,Ackley,200,SMCO_R_EVO,22.16018413,72.67,0,True
best1bin,Ackley,200,SA,22.04652536,71.2,0,False
best1bin,Ackley,200,BOBYQA,21.8149604,76.08,0,False
best1bin,Ackley,200,SignGD,21.98372281,24.32,0,False
best1bin,Ackley,200,GA,21.65704026,1.46,0,False
best1bin,Ackley,200,SMCO_R,21.95328103,73.77,0,False
best1bin,Ackley,200,SMCO,21.41822237,73.46,0,False
best1bin,Ackley,200,SMCO_BR_EVO,22.20145069,73.87,0,True
best1bin,Ackley,200,DEoptim,21.5845815,211.89,0,False
best1bin,Ackley,200,GD,21.98502133,64.87,0,False
best1bin,Ackley,200,PSO,21.95255027,0.62,1,False
best1bin,Ackley,200,ADAM,21.9849489,79.43,0,False
best1bin,Ackley,2000,GenSA,21.94001171,597.43,1,False
best1bin,Ackley,2000,SMCO_EVO,22.1045587,5614.45,0,True
best1bin,Ackley,2000,SMCO_BR,21.92156924,5499.68,0,False
best1bin,Ackley,2000,SMCO_R_EVO,22.1584088,5358.15,1,True
best1bin,Ackley,2000,SA,21.8924745,744.57,0,False
best1bin,Ackley,2000,SMCO,21.41223117,5867.16,0,False
best1bin,Ackley,2000,GA,21.42397827,4.15,0,False
best1bin,Ackley,2000,SMCO_R,21.90054567,5670.9,0,False
best1bin,Ackley,2000,DEoptim,21.36305693,8558.34,0,False
best1bin,Ackley,2000,SMCO_BR_EVO,22.17491681,5495.61,1,True
best1bin,Ackley,2000,PSO,21.77345901,2.44,1,False
best1bin,Ackley,3000,GenSA,21.90540034,1258.83,1,False
best1bin,Ackley,3000,SMCO_EVO,22.0798953,11957.53,0,True
best1bin,Ackley,3000,SMCO_BR,21.90992625,11436.66,1,False
best1bin,Ackley,3000,SMCO_R_EVO,22.15591204,11470.83,1,True
best1bin,Ackley,3000,SA,21.86492905,1029.12,1,False
best1bin,Ackley,3000,SMCO,21.53221419,11586.36,0,False
best1bin,Ackley,3000,GA,21.40466069,6.03,0,False
best1bin,Ackley,3000,SMCO_R,21.56366743,11554.92,0,False
best1bin,Ackley,3000,DEoptim,21.34290123,17439.73,0,False
best1bin,Ackley,3000,SMCO_BR_EVO,22.16978212,11537.06,1,True
best1bin,Ackley,3000,PSO,21.74146524,3.32,1,False
best1bin,Ackley,4000,GenSA,21.86477087,2041.94,1,False
best1bin,Ackley,4000,SMCO_EVO,22.08921825,23451.6,0,True
best1bin,Ackley,4000,SMCO_BR,21.90941467,22631.87,0,False
best1bin,Ackley,4000,SMCO_R_EVO,22.1188384,22564.19,1,True
best1bin,Ackley,4000,SA,21.84268349,1268.93,1,False
best1bin,Ackley,4000,SMCO,21.66499532,23100.16,0,False
best1bin,Ackley,4000,GA,21.39722857,8.89,0,False
best1bin,Ackley,4000,SMCO_R,21.69659647,22467.47,0,False
best1bin,Ackley,4000,DEoptim,21.34122139,30279.78,0,False
best1bin,Ackley,4000,SMCO_BR_EVO,22.16507422,22587.49,1,True
best1bin,Ackley,4000,PSO,21.71180501,4.38,1,False
best1bin,Ackley,50,GenSA,22.29973317,3.58,1,False
best1bin,Ackley,50,optimNM,21.83530949,0.36,0,False
best1bin,Ackley,50,SPSA,21.67355384,0.18,1,False
best1bin,Ackley,50,optimLBFGS,22.01541909,0.25,1,False
best1bin,Ackley,50,SMCO_BR,22.06999457,8.12,0,False
best1bin,Ackley,50,SMCO_EVO,22.1626112,8.47,0,True
best1bin,Ackley,50,SMCO_R_EVO,22.19863324,8.38,0,True
best1bin,Ackley,50,BOBYQA,22.01231106,15.08,0,False
best1bin,Ackley,50,SA,22.06548527,15.9,0,False
best1bin,Ackley,50,SignGD,22.01465884,3.62,0,False
best1bin,Ackley,50,GA,21.87333817,1.03,0,False
best1bin,Ackley,50,SMCO_R,22.07309395,7.66,0,False
best1bin,Ackley,50,SMCO_BR_EVO,22.21012927,8.38,0,True
best1bin,Ackley,50,SMCO,21.63699628,8.38,0,False
best1bin,Ackley,50,DEoptim,21.83010022,31.78,0,False
best1bin,Ackley,50,GD,22.01610799,6.93,0,False
best1bin,Ackley,50,PSO,22.08361389,0.45,1,False
best1bin,Ackley,50,ADAM,22.01612122,6.85,0,False
best1bin,Ackley,500,GenSA,22.16463458,64.38,1,False
best1bin,Ackley,500,SMCO_EVO,22.09636689,351.02,0,True
best1bin,Ackley,500,SMCO_BR,21.94777331,332.89,0,False
best1bin,Ackley,500,SMCO_R_EVO,22.16291815,357.51,0,True
best1bin,Ackley,500,SA,22.03743133,204.61,0,False
best1bin,Ackley,500,SMCO,21.36773333,336.3,0,False
best1bin,Ackley,500,GA,21.53476824,2.04,0,False
best1bin,Ackley,500,SMCO_R,21.9476101,359.19,0,False
best1bin,Ackley,500,DEoptim,21.47007228,778.57,0,False
best1bin,Ackley,500,SMCO_BR_EVO,22.17619958,346.55,1,True
best1bin,Ackley,500,PSO,21.87354392,0.98,1,False
best1bin,Ackley,5000,GenSA,21.7314873,3623.53,1,False
best1bin,Ackley,5000,SMCO_EVO,22.09918797,52993.37,0,True
best1bin,Ackley,5000,SMCO_BR,21.91259762,51276.21,0,False
best1bin,Ackley,5000,SMCO_R_EVO,22.13135628,50630.73,1,True
best1bin,Ackley,5000,SA,21.66547433,1899.88,0,False
best1bin,Ackley,5000,SMCO,21.69704496,46529.59,0,False
best1bin,Ackley,5000,GA,21.38560647,11.87,0,False
best1bin,Ackley,5000,SMCO_R,21.7257027,46072.08,0,False
best1bin,Ackley,5000,DEoptim,21.32833238,62562.58,0,False
best1bin,Ackley,5000,SMCO_BR_EVO,22.17089622,52610.43,1,True
best1bin,Ackley,5000,PSO,21.7214349,6.52,1,False
best1bin,Griewank,100,GenSA,9001.0,8.71,0,False
best1bin,Griewank,100,optimNM,3455.17997108,0.45,0,False
best1bin,Griewank,100,SPSA,3418.85443243,0.35,1,False
best1bin,Griewank,100,optimLBFGS,6051.5179853,7.33,0,False
best1bin,Griewank,100,SMCO_BR,8146.54301849,15.24,0,False
best1bin,Griewank,100,SMCO_EVO,8741.0768169,15.89,0,True
best1bin,Griewank,100,SA,9001.0,10.37,0,False
best1bin,Griewank,100,SMCO_R_EVO,8568.60215548,16.25,0,True
best1bin,Griewank,100,GD,4318.53161268,17.61,0,False
best1bin,Griewank,100,BOBYQA,9001.0,632.11,1,False
best1bin,Griewank,100,SignGD,3641.58411574,6.27,0,False
best1bin,Griewank,100,GA,7833.49022911,1.07,0,False
best1bin,Griewank,100,SMCO,8740.09630003,16.05,0,False
best1bin,Griewank,100,SMCO_R,8565.92068992,15.93,0,False
best1bin,Griewank,100,DEoptim,4549.27757778,77.23,0,False
best1bin,Griewank,100,SMCO_BR_EVO,8155.94859181,14.8,0,True
best1bin,Griewank,100,PSO,9001.0,0.43,1,False
best1bin,Griewank,100,ADAM,3464.14704555,18.12,0,False
best1bin,Griewank,200,GenSA,18001.0,22.46,0,False
best1bin,Griewank,200,optimNM,6748.12729224,1.38,0,False
best1bin,Griewank,200,SPSA,6734.35211453,0.67,0,False
best1bin,Griewank,200,optimLBFGS,8309.99951266,11.54,0,False
best1bin,Griewank,200,SMCO_BR,15582.82164854,54.95,0,False
best1bin,Griewank,200,SMCO_EVO,17224.22871924,54.97,0,True
best1bin,Griewank,200,SA,18001.0,23.63,0,False
best1bin,Griewank,200,SMCO_R_EVO,16723.82607777,54.36,0,True
best1bin,Griewank,200,GD,8478.3754741,62.31,0,False
best1bin,Griewank,200,BOBYQA,18001.0,1531.54,1,False
best1bin,Griewank,200,SignGD,7180.12809423,18.72,0,False
best1bin,Griewank,200,GA,13845.08661474,1.19,0,False
best1bin,Griewank,200,SMCO_R,16732.05754061,54.62,0,False
best1bin,Griewank,200,SMCO,17226.59242376,53.86,0,False
best1bin,Griewank,200,DEoptim,7992.15823964,197.25,0,False
best1bin,Griewank,200,SMCO_BR_EVO,15606.13133528,54.96,0,True
best1bin,Griewank,200,PSO,18001.0,0.47,1,False
