label,name,dim,direction,algo,rMSE,AE99,time_avg,source
table1_Ackley_d2_min,Ackley,2,min,GenSA,1.578390167003773e-08,3.9551550194971696e-08,0.1039978631164413,result/comparison-targeted-br-gensa-2026-05-14
table1_Griewank_d2_max,Griewank,2,max,SMCO_BR,0.27354647714431995,0.525961735243789,0.032645310054067525,result/comparison-targeted-br-gensa-2026-05-14
table1_Griewank_d2_max,Griewank,2,max,GenSA,0.1792108405321228,0.4089909163222237,0.08620728715625592,result/comparison-targeted-br-gensa-2026-05-14
table1_Griewank_d2_min,Griewank,2,min,SMCO_BR,0.03080586914052508,0.06919957499869078,0.03259448556718417,result/comparison-targeted-br-gensa-2026-05-14
table1_Griewank_d2_min,Griewank,2,min,GenSA,0.012075049983674946,0.04683501858790061,0.08579765995661728,result/comparison-targeted-br-gensa-2026-05-14
table1_Michalewicz_d2_max,Michalewicz,2,max,SMCO_BR,7.523809898519906e-32,2.917478042088825e-42,0.018570568461669608,result/comparison-targeted-br-gensa-2026-05-14
table1_Michalewicz_d2_max,Michalewicz,2,max,GenSA,1.8441057322142113e-40,4.653887115632267e-44,0.07881603652960621,result/comparison-targeted-br-gensa-2026-05-14
table1_Michalewicz_d2_min,Michalewicz,2,min,SMCO_BR,7.028401309147499e-06,1.9232687408934355e-05,0.03362970068049617,result/comparison-targeted-br-gensa-2026-05-14
table1_Michalewicz_d2_min,Michalewicz,2,min,GenSA,7.294929354399235e-11,3.539589954471011e-11,0.08018596370029263,result/comparison-targeted-br-gensa-2026-05-14
table1_Rastrigin_d2_max,Rastrigin,2,max,SMCO_BR,2.6192185237851078,8.04093244265774,0.028616445931605995,result/comparison-targeted-br-gensa-2026-05-14
table1_Rastrigin_d2_max,Rastrigin,2,max,GenSA,4.1221480214172844e-10,1.9234148851410267e-09,0.0761725225741975,result/comparison-targeted-br-gensa-2026-05-14
table1_Rastrigin_d2_min,Rastrigin,2,min,SMCO_BR,0.109040120304733,0.994976068251408,0.026828422669088466,result/comparison-targeted-br-gensa-2026-05-14
table1_Rastrigin_d2_min,Rastrigin,2,min,GenSA,5.574795321383691e-14,1.7827517240220856e-13,0.07505881803506054,result/comparison-targeted-br-gensa-2026-05-14
