strategy,func,dim,algo,is_evo,mean,p01,p05,p10,worst,ae_from_best
rand1bin,Ackley,500,PSO,False,21.873543919805268,21.864643880470496,21.86502979299931,21.86551218366033,21.864547402338292,0.31060935027945646
rand1bin,Ackley,500,SA,False,22.03743132546698,22.01229359051585,22.014280178956618,22.01676341450758,22.011796943405656,0.14672194461774524
rand1bin,Ackley,500,SMCO,False,21.367733334983292,21.348975262416836,21.35048914602969,21.352381500545757,21.34859679151362,0.8164199351014325
rand1bin,Ackley,500,SMCO_BR,False,21.947773314504367,21.933290663863794,21.934463744320247,21.93593009489081,21.93299739374968,0.2363799555803574
rand1bin,Ackley,500,SMCO_BR_EVO,True,22.184153270084725,22.16673510484919,22.169541642136608,22.173049813745877,22.16603347052734,0.0
rand1bin,Ackley,500,SMCO_EVO,True,22.1089496723529,22.10445488391512,22.1045347034635,22.104634477898976,22.104434929028027,0.07520359773182506
rand1bin,Ackley,500,SMCO_R,False,21.94761009790387,21.933853966533622,21.934749853794447,21.935869712870478,21.933629994718416,0.23654317218085552
rand1bin,Ackley,500,SMCO_R_EVO,True,22.16470133872907,22.14658490883795,22.148129885578903,22.15006110650509,22.146198664652715,0.01945193135565404
rand1bin,Ackley,5000,DEoptim,False,21.328332378863344,21.327952504596908,21.327983514741106,21.328022277421354,21.32794475206086,0.856577553525554
rand1bin,Ackley,5000,GA,False,21.385606465715362,21.366604331068196,21.368155525733272,21.370094519064615,21.36621653240193,0.7993034666735355
rand1bin,Ackley,5000,GenSA,False,21.73148729514309,21.722883939682323,21.723586254413814,21.724464147828176,21.722708360999448,0.4534226372458079
rand1bin,Ackley,5000,PSO,False,21.721434902688344,21.71623841596888,21.71666261896639,21.717192872713273,21.716132365219504,0.4634750297005539
rand1bin,Ackley,5000,SA,False,21.665474326389205,21.655496002120504,21.656310559203664,21.65732875555761,21.655292362849714,0.5194356059996927
rand1bin,Ackley,5000,SMCO,False,21.697044955860562,21.694495176042018,21.69470332133333,21.694963502947466,21.69444313971919,0.4878649765283356
rand1bin,Ackley,5000,SMCO_BR,False,21.912597619812423,21.910167952273397,21.910366292480667,21.91061421773975,21.910118367221582,0.27231231257647437
rand1bin,Ackley,5000,SMCO_BR_EVO,True,22.184909932388898,22.18267486489748,22.182857319386574,22.183085387497943,22.182629251275205,0.0
rand1bin,Ackley,5000,SMCO_EVO,True,22.11147899382847,22.110812921815807,22.11086729504133,22.110935261573236,22.110799328509426,0.0734309385604277
rand1bin,Ackley,5000,SMCO_R,False,21.72570270016472,21.723311890762172,21.723507058876667,21.723751019019783,21.72326309873355,0.4592072322241769
rand1bin,Ackley,5000,SMCO_R_EVO,True,22.152934041512637,22.15149075199009,22.15160857154295,22.151755845984027,22.151461297101875,0.03197589087626085
rand1bin,Griewank,100,ADAM,False,3464.147045545212,3221.162578253031,3275.781598824508,3307.2070797061738,3207.5078231101616,5536.852954454838
