strategy,func,dim,algo,mean_fopt,std_fopt,min_fopt,max_fopt,mean_time,n
best1bin,Rosenbrock,3000,SMCO_BR_EVO,955288955.6197197,9808415.026366001,948353358.8418844,962224552.3975552,3245.299635984935,2
best1bin,Rosenbrock,3000,SMCO_EVO,1239385157.2331452,1392657.82472092,1238400399.4414124,1240369915.0248778,3404.39632145653,2
best1bin,Rosenbrock,3000,SMCO_R,1094303115.940483,23405.683707445085,1094286565.6228151,1094319666.2581508,3218.3020538479323,2
best1bin,Rosenbrock,3000,SMCO_R_EVO,1135294516.5534573,19401361.074655104,1121575682.57332,1149013350.5335946,3211.667682116502,2
best1bin,Rosenbrock,4000,DEoptim,570759716.329524,5675936.202141471,566746223.3514076,574773209.3076406,28058.322217924986,2
best1bin,Rosenbrock,4000,GA,681387818.6390367,13240574.114626374,672025318.8957813,690750318.382292,6.130098577472381,2
best1bin,Rosenbrock,4000,GenSA,3239806419.0,0.0,3239806419.0,3239806419.0,1486.986182417022,2
best1bin,Rosenbrock,4000,PSO,2080429884.0,10310444.184633851,2073139299.0,2087720469.0,2.4553717171074823,2
best1bin,Rosenbrock,4000,SA,2174326321.5,43627848.46757301,2143476774.0,2205175869.0,230.5122157675214,2
best1bin,Rosenbrock,4000,SMCO,1601610810.9908462,5187853.9367573485,1597942444.2923596,1605279177.6893325,5533.358251438476,2
best1bin,Rosenbrock,4000,SMCO_BR,1091605069.4387069,3466802.2955193873,1089153670.026512,1094056468.8509016,5744.760975731071,2
best1bin,Rosenbrock,4000,SMCO_BR_EVO,1273971153.476194,6672016.256186158,1269253325.5372577,1278688981.41513,5570.706388899591,2
best1bin,Rosenbrock,4000,SMCO_EVO,1607755773.5210905,3835610.808947776,1605043587.108091,1610467959.93409,5544.279196531046,2
best1bin,Rosenbrock,4000,SMCO_R,1399385030.0219135,911116.5293732516,1398740773.3455424,1400029286.6982844,5574.072944928426,2
best1bin,Rosenbrock,4000,SMCO_R_EVO,1449626148.1335459,8486848.57669811,1443625039.9540591,1455627256.3130324,5621.43189969298,2
