strategy,pair,func,dim,quality_gain_pct,time_overhead_pct,benefit_cost_ratio,base_mean_time,evo_mean_time,base_mean_fopt,evo_mean_fopt
best1bin,SMCO_R_vs_SMCO_R_EVO,Zakharov,50,0.6251753887869544,-3.101146110567676,-0.20159494796345273,5.578164271113929,5.405177246779203,1472185536847872.8,1481389278501526.8
best1bin,SMCO_R_vs_SMCO_R_EVO,Zakharov,500,0.2302759019714715,-3.697462526671841,-0.06227944172804028,177.9457187686581,171.36624249937012,1.0966824087560668e+23,1.0992078040645922e+23
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,100,0.7562450484478969,0.8827732081071232,0.8566696876420469,22.513552647906668,22.71229625887548,22.034128689829082,22.20076069701455
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,1000,1.0830238601680418,1.712832830524968,0.6322998023316172,1308.6468814022373,1331.061814822536,21.941297712620617,22.178927202078803
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,200,1.0427701021506781,1.9763403886927524,0.5276267732606613,72.43862685484346,73.87026069439017,21.972329805821822,22.201450691782874
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,2000,1.1556999586099195,-0.07402568644776564,-15.612147810684743,5499.683234168294,5495.612055901748,21.921569244123116,22.174916810804092
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,3000,1.186018912128925,0.8778834767455945,1.3509981034449134,11436.664167159004,11537.064752173377,21.90992625267647,22.169782121666714
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,4000,1.1668935838691596,-0.19609238503974943,-5.950733801481487,22631.872077014996,22587.492699280032,21.90941466516003,22.16507421915107
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,50,0.6349557422330144,3.2620579097827287,0.1946488259232976,8.119513881427702,8.384377126232721,22.069994570511767,22.210129268347746
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,500,1.0407719335081533,4.102122611435006,0.2537154619920222,332.8897160295863,346.5452603419777,21.947773314504367,22.17619957919172
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,5000,1.1787675823290196,2.602022109026369,0.45301981802533325,51276.21011490142,52610.42843876197,21.912597619812423,22.170896217000973
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Griewank,100,0.11545477996776857,-2.8750901863923004,-0.04015692464682045,15.240917610765125,14.802727484221881,8146.543018494601,8155.948591811583
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Griewank,200,0.149585789183222,0.020167168840270845,7.4172924503176345,54.94678842939902,54.957869640993884,15582.821648537065,15606.131335277043
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Griewank,50,-0.025543750232626793,0.785886169461468,-0.03250311715007119,6.219989008724224,6.268871042085811,4161.670565996321,4160.607519261438
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,100,0.06054251216514589,-0.8047687104876196,-0.07522970435625213,13.157857411556567,13.051967092137783,3259.31062261035,3261.283891140544
