experiment,pair,algo,func,dim,rep,fopt,time
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rosenbrock,200,0,88040028.21934268,34.18108500097878
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rosenbrock,200,1,98624720.8111206,38.38683361094445
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rosenbrock,200,1,98540278.23448968,34.05431524198502
B,SMCO_vs_SMCO_EVO,SMCO,Rosenbrock,200,1,104093008.01458946,34.32075235899538
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rosenbrock,200,1,104176765.47373588,32.69073065707926
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rosenbrock,200,1,86650191.0910512,37.70520682097413
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rosenbrock,200,1,88006335.08008736,33.8520280419616
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rosenbrock,200,2,96250390.99590546,33.185712137958035
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rosenbrock,200,2,96223301.50663614,33.62003003398422
B,SMCO_vs_SMCO_EVO,SMCO,Rosenbrock,200,2,101388062.23238277,33.98347743693739
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rosenbrock,200,2,101293049.07396887,32.94943045696709
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rosenbrock,200,2,85050965.06382671,32.953839317080565
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rosenbrock,200,2,85313134.93983847,33.33608974004164
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rosenbrock,200,3,98026826.41200444,32.61367553891614
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rosenbrock,200,3,98003184.78825904,34.537725492962636
B,SMCO_vs_SMCO_EVO,SMCO,Rosenbrock,200,3,102986618.84210646,33.82127383700572
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rosenbrock,200,3,103046970.41017371,32.62371798499953
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rosenbrock,200,3,87394800.34417126,34.166548265959136
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rosenbrock,200,3,87426985.78073716,33.54136744409334
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rosenbrock,200,4,99522781.11799476,33.58122035395354
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rosenbrock,200,4,99536088.58608755,35.07588084496092
B,SMCO_vs_SMCO_EVO,SMCO,Rosenbrock,200,4,104314749.2513443,32.72488821006846
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rosenbrock,200,4,104387422.53842041,34.10963518603239
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rosenbrock,200,4,89116454.88928476,33.23369755700696
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rosenbrock,200,4,89226049.65350494,34.1062828990398
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rosenbrock,200,5,104303650.03759754,33.2034712160239
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rosenbrock,200,5,104620078.69860317,32.17872686800547
B,SMCO_vs_SMCO_EVO,SMCO,Rosenbrock,200,5,110013030.16469511,33.42700741591398
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rosenbrock,200,5,110049590.69207725,32.72331435396336
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rosenbrock,200,5,92184480.18170154,32.60664507409092
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rosenbrock,200,5,92366690.50635457,33.295424162992276
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rosenbrock,200,6,97186477.6989969,33.14893118792679
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rosenbrock,200,6,97232636.58843286,33.56729942501988
B,SMCO_vs_SMCO_EVO,SMCO,Rosenbrock,200,6,102783838.62237729,33.60361322504468
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rosenbrock,200,6,102785364.50760493,35.041922662989236
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rosenbrock,200,6,85243556.24526787,33.41435335704591
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rosenbrock,200,6,85328777.50161898,34.15912886697333
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rosenbrock,200,7,96089451.72533342,33.21460547903553
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rosenbrock,200,7,96290758.55656558,33.54467062710319
B,SMCO_vs_SMCO_EVO,SMCO,Rosenbrock,200,7,101230014.05038093,32.732226117979735
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rosenbrock,200,7,101344660.251576,36.25666590104811
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rosenbrock,200,7,85273618.25532928,33.42229229898658
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rosenbrock,200,7,85306337.01911604,32.91936501604505
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rosenbrock,200,8,97384712.22767359,34.16564964293502
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rosenbrock,200,8,97429860.25401302,34.08270560204983
B,SMCO_vs_SMCO_EVO,SMCO,Rosenbrock,200,8,102573611.93134633,34.171078215003945
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rosenbrock,200,8,102655834.17044084,33.277699021971785
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rosenbrock,200,8,86198602.57083035,33.67464630003087
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rosenbrock,200,8,86007157.12511414,34.47787192999385
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rosenbrock,200,9,101871076.74213633,34.95691094105132
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rosenbrock,200,9,102066857.90179138,33.69433789595496
B,SMCO_vs_SMCO_EVO,SMCO,Rosenbrock,200,9,107366852.47996286,32.849929189891554
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rosenbrock,200,9,107336705.53745368,35.061063316999935
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rosenbrock,200,9,90161235.17851202,34.48378683091141
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rosenbrock,200,9,90198069.86206634,34.03477349295281
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Griewank,200,0,16698.872265932685,41.55587446899153
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Griewank,200,0,16698.12269752037,41.91339155798778
B,SMCO_vs_SMCO_EVO,SMCO,Griewank,200,0,17205.688370995216,40.57131027907599
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Griewank,200,0,17202.983892169137,41.412049246020615
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Griewank,200,0,15539.259399556646,45.13704910501838
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Griewank,200,0,15522.734401857326,41.47617663803976
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Griewank,200,1,16764.125502892537,42.23837579891551
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Griewank,200,1,16758.310853121915,40.84872650005855
B,SMCO_vs_SMCO_EVO,SMCO,Griewank,200,1,17248.486283670754,41.229386323015206
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Griewank,200,1,17225.176807104297,39.18424327496905
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Griewank,200,1,15632.029933529753,41.88500703801401
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Griewank,200,1,15642.191150051483,43.18237420299556
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Griewank,200,2,16690.029830251995,40.1515116780065
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Griewank,200,2,16695.94523487668,43.0738090199884
B,SMCO_vs_SMCO_EVO,SMCO,Griewank,200,2,17188.33532445528,47.0805536150001
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Griewank,200,2,17207.327047173607,39.96809940598905
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Griewank,200,2,15511.178639230646,41.40604044799693
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Griewank,200,2,15543.94806753161,40.98496328305919
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Griewank,200,3,16779.308278261236,42.05504777189344
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Griewank,200,3,16767.051717664202,40.504809747915715
B,SMCO_vs_SMCO_EVO,SMCO,Griewank,200,3,17254.34554261395,41.70232268597465
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Griewank,200,3,17243.346214144854,41.410428297007456
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Griewank,200,3,15655.425245989085,41.834839784074575
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Griewank,200,3,15640.407708172961,49.34490863105748
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Griewank,200,4,16699.102278428538,42.01579442596994
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Griewank,200,4,16707.16618127111,42.607757103047334
B,SMCO_vs_SMCO_EVO,SMCO,Griewank,200,4,17202.28180268129,42.853294712956995
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Griewank,200,4,17199.856115057893,42.03312812105287
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Griewank,200,4,15521.234704789307,47.85259107500315
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Griewank,200,4,15509.092141321466,41.156835378031246
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Griewank,200,5,16708.13051167041,42.483514101943
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Griewank,200,5,16724.705827028847,43.69108930497896
B,SMCO_vs_SMCO_EVO,SMCO,Griewank,200,5,17217.545403144875,41.37673671299126
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Griewank,200,5,17211.04210477742,41.45307508693077
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Griewank,200,5,15544.132706038154,39.21544673095923
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Griewank,200,5,15528.704490273427,41.99665765906684
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Griewank,200,6,16697.022189617168,41.9590375169646
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Griewank,200,6,16693.16955240196,42.9127898280276
B,SMCO_vs_SMCO_EVO,SMCO,Griewank,200,6,17204.72165539633,44.25269987201318
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Griewank,200,6,17207.698431427136,42.266822392935865
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Griewank,200,6,15522.287844991994,46.81356140691787
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Griewank,200,6,15538.266706623792,43.94329722097609
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Griewank,200,7,16702.041920023043,39.93327012693044
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Griewank,200,7,16704.68725538426,44.851432372001
B,SMCO_vs_SMCO_EVO,SMCO,Griewank,200,7,17214.076645673216,42.701883243978955
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Griewank,200,7,17205.537033720917,42.877948994981125
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Griewank,200,7,15525.633053744883,42.62410773499869
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Griewank,200,7,15553.816011153824,46.24599389603827
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Griewank,200,8,16724.718370457154,41.73005811299663
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Griewank,200,8,16710.265143010976,40.33960464596748
B,SMCO_vs_SMCO_EVO,SMCO,Griewank,200,8,17219.569054276682,36.431560190045275
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Griewank,200,8,17221.501322760596,39.090713058947586
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Griewank,200,8,15548.72920892544,43.537849468993954
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Griewank,200,8,15559.325306359558,46.23479752894491
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Griewank,200,9,16771.04150294066,44.67949054995552
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Griewank,200,9,16760.60932193236,39.25994493998587
B,SMCO_vs_SMCO_EVO,SMCO,Griewank,200,9,17240.89472250685,41.40906585298944
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Griewank,200,9,17244.925746501627,41.17566158610862
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Griewank,200,9,15653.805930254935,42.95431888208259
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Griewank,200,9,15627.630809526128,41.21279887203127
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rastrigin,500,0,14733.863008968316,192.23454990796745
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rastrigin,500,0,14733.814448190864,193.6106147019891
B,SMCO_vs_SMCO_EVO,SMCO,Rastrigin,500,0,14718.688922071955,184.21758840302937
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rastrigin,500,0,14719.079466597614,190.53577527601738
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rastrigin,500,0,14724.745082121488,189.34276581101585
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rastrigin,500,0,14724.71239778641,185.30591583193745
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rastrigin,500,1,14669.57419620856,136.6112307839794
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rastrigin,500,1,14669.51207250612,199.41343789896928
B,SMCO_vs_SMCO_EVO,SMCO,Rastrigin,500,1,14655.382895055654,197.3971781389555
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rastrigin,500,1,14654.8280519075,194.21759947598912
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rastrigin,500,1,14658.24786203467,198.48417620104738
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rastrigin,500,1,14660.111142881273,196.9559162480291
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rastrigin,500,2,14814.18708532378,193.4783800120931
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rastrigin,500,2,14814.246470041171,200.32776785595343
B,SMCO_vs_SMCO_EVO,SMCO,Rastrigin,500,2,14800.165437382808,197.82018518506084
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rastrigin,500,2,14798.911365077234,192.63507155398838
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rastrigin,500,2,14803.395521385852,197.28125180792995
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rastrigin,500,2,14802.889834651625,208.11117645096965
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rastrigin,500,3,14816.340960527756,200.9795177190099
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rastrigin,500,3,14816.278591857525,196.9473298980156
B,SMCO_vs_SMCO_EVO,SMCO,Rastrigin,500,3,14801.02872682628,192.75106123706792
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rastrigin,500,3,14802.008196431718,189.6325755129801
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rastrigin,500,3,14808.343113442439,189.2252363039879
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rastrigin,500,3,14808.810467478419,196.84752127993852
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rastrigin,500,4,14824.27926204443,187.93256615195423
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rastrigin,500,4,14824.282574555038,188.42396948195528
B,SMCO_vs_SMCO_EVO,SMCO,Rastrigin,500,4,14809.493611946495,190.97994249907788
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rastrigin,500,4,14809.652754466559,193.51816029695328
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rastrigin,500,4,14815.342636625992,203.474763344042
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rastrigin,500,4,14815.170639034692,178.12835080199875
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Ackley,500,0,21.961967298725913,280.2410371840233
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Ackley,500,0,22.17070430657358,277.8987388990354
B,SMCO_vs_SMCO_EVO,SMCO,Ackley,500,0,21.35118609428191,277.3161090259673
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Ackley,500,0,22.05865252171651,275.1153013500152
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Ackley,500,0,21.96248472745321,282.841088136076
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Ackley,500,0,22.158772987605214,287.6652772129746
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Ackley,500,1,21.946538301061842,274.408333857893
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Ackley,500,1,22.14969297494838,283.8113758499967
B,SMCO_vs_SMCO_EVO,SMCO,Ackley,500,1,21.360858353342145,280.78950603399426
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Ackley,500,1,22.105085799180507,272.45472199702635
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Ackley,500,1,21.945965267362734,272.7166534799617
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Ackley,500,1,22.16821396462502,265.12730662501417
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Ackley,500,2,22.001820931393876,267.19018135091756
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Ackley,500,2,22.14716287682522,262.2853747269837
B,SMCO_vs_SMCO_EVO,SMCO,Ackley,500,2,21.394786594080912,270.1457280849572
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Ackley,500,2,22.107440080048967,202.50461001798976
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Ackley,500,2,22.002553370379424,209.5448889869731
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Ackley,500,2,22.18682367780887,268.03023104800377
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Ackley,500,3,21.942885079666308,266.60900591500103
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Ackley,500,3,22.14895256725926,262.2851531089982
B,SMCO_vs_SMCO_EVO,SMCO,Ackley,500,3,21.389024975992072,264.255712512997
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Ackley,500,3,22.077466421156263,271.98634286690503
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Ackley,500,3,21.9426350034982,268.75254564592615
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Ackley,500,3,22.15876505769518,267.7566836110782
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Ackley,500,4,21.933719036129336,275.2277298880508
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Ackley,500,4,22.149852263691834,271.68129065900575
B,SMCO_vs_SMCO_EVO,SMCO,Ackley,500,4,21.355886026151243,165.67605192109477
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Ackley,500,4,22.083647585652525,153.34380312892608
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Ackley,500,4,21.933986389666078,155.21178662101738
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Ackley,500,4,22.126100442671703,157.37616603798233
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rosenbrock,500,0,232500419.66007006,78.90615953295492
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rosenbrock,500,0,232475845.5878037,79.02566010109149
B,SMCO_vs_SMCO_EVO,SMCO,Rosenbrock,500,0,249873915.70982414,78.30704860808328
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rosenbrock,500,0,249723119.20838714,92.52580384898465
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rosenbrock,500,0,198067721.98537597,79.13290485797916
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rosenbrock,500,0,198003903.6289773,83.26009571494069
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rosenbrock,500,1,226825143.00297982,78.15411074005533
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rosenbrock,500,1,227403991.127418,81.08395330503117
B,SMCO_vs_SMCO_EVO,SMCO,Rosenbrock,500,1,243262920.4283476,78.15340866998304
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rosenbrock,500,1,243538912.29784554,78.80720171495341
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rosenbrock,500,1,194138907.81764573,79.12403857603204
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rosenbrock,500,1,194323114.2346361,78.44645850802772
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rosenbrock,500,2,225547659.46044892,78.3935648399638
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rosenbrock,500,2,225561232.02002785,78.20409409992862
B,SMCO_vs_SMCO_EVO,SMCO,Rosenbrock,500,2,241973634.68528008,83.04522124188952
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rosenbrock,500,2,242011071.78309625,90.40986799809616
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rosenbrock,500,2,193219514.44251233,78.61324761994183
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rosenbrock,500,2,193553386.51411876,79.05905781395268
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rosenbrock,500,3,226221402.48286656,77.94865772896446
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rosenbrock,500,3,226561553.72777048,78.589475071989
B,SMCO_vs_SMCO_EVO,SMCO,Rosenbrock,500,3,243057145.95167786,78.10044434003066
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rosenbrock,500,3,243232536.12516195,77.40411283902358
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rosenbrock,500,3,192412407.86875123,78.8202921890188
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rosenbrock,500,3,192554021.57904008,80.75387134891935
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rosenbrock,500,4,231919417.8536948,80.33265525801107
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rosenbrock,500,4,232096378.8542036,79.19433579896577
B,SMCO_vs_SMCO_EVO,SMCO,Rosenbrock,500,4,249120988.14604515,77.82848365104292
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rosenbrock,500,4,248925605.2665508,79.47976865898818
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rosenbrock,500,4,197273394.09287554,78.79608906398062
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rosenbrock,500,4,197176479.3880538,78.77600149996579
