strategy,dim_groups,algo,func,dim,rep,fopt,time,iterations,seed
best1bin,8,SMCO_EVO,Ackley,3000,1,-0.3484644073388492,7291.492015618831,355,1229620669
rand1bin,8,SMCO_R_EVO,Rosenbrock,3000,0,-202.71849094408242,2202.1892598140985,355,832555659
best1bin,8,SMCO_R_EVO,Ackley,3000,1,-0.07375909031993233,7472.14221570082,355,1229620669
best1bin,2,SMCO_BR_EVO,Ackley,3000,1,-0.08016596833028133,8418.280982591212,205,1229620669
rand1bin,8,SMCO_BR_EVO,Rosenbrock,3000,0,-6750.811426455177,2219.8431145157665,205,832555659
best1bin,1,SMCO_EVO,Rosenbrock,3000,0,-678.3318190033938,2228.608190435916,355,832555659
best1bin,1,SMCO_R_EVO,Rosenbrock,3000,0,-125.93671282985484,2264.718226870522,355,832555659
best1bin,1,SMCO_BR_EVO,Rosenbrock,3000,0,-6683.480363844225,2209.372634936124,205,832555659
best1bin,2,SMCO_EVO,Rosenbrock,3000,0,-675.2123269455078,2167.3225872293115,355,832555659
best1bin,2,SMCO_R_EVO,Rosenbrock,3000,0,-71.9697650448608,2195.681074993685,355,832555659
best1bin,4,SMCO_BR_EVO,Ackley,3000,1,-0.07998751238689339,8558.455567048863,205,1229620669
best1bin,2,SMCO_BR_EVO,Rosenbrock,3000,0,-6786.905742047891,2260.03311432153,205,832555659
best1bin,4,SMCO_EVO,Rosenbrock,3000,0,-668.2982436893026,2205.514215748757,355,832555659
best1bin,4,SMCO_R_EVO,Rosenbrock,3000,0,-68.78152940374639,2209.925837367773,355,832555659
best1bin,4,SMCO_BR_EVO,Rosenbrock,3000,0,-6763.241565361503,2214.493152692914,205,832555659
best1bin,8,SMCO_BR_EVO,Ackley,3000,1,-0.07928956519964858,8649.477031936869,205,1229620669
best1bin,8,SMCO_EVO,Rosenbrock,3000,0,-675.476862648389,2203.8753506429493,355,832555659
best1bin,8,SMCO_R_EVO,Rosenbrock,3000,0,-134.80953305229662,2224.231021149084,355,832555659
