source,label,name,dim,algo,strategy,reference_best_opt,fopt_mean,gap_to_reference
paper_tables,table1_Griewank_d2_max,Griewank,2,SMCO_EVO,current-to-best1bin,181.10750183470603,180.60941097074016,0.49809086396587077
paper_tables,table1_Griewank_d2_max,Griewank,2,SMCO_R_EVO,current-to-best1bin,181.10750183470603,180.99727081990392,0.1102310148021104
paper_tables,table1_Griewank_d2_max,Griewank,2,SMCO_BR_EVO,current-to-best1bin,181.10750183470603,180.96355045226142,0.14395138244461236
paper_tables,table1_Griewank_d2_min,Griewank,2,SMCO_EVO,current-to-best1bin,2.7846468544701075e-05,0.012888821102228616,0.012860974633683915
paper_tables,table1_Griewank_d2_min,Griewank,2,SMCO_R_EVO,current-to-best1bin,2.7846468544701075e-05,0.014389018508439481,0.01436117203989478
paper_tables,table1_Griewank_d2_min,Griewank,2,SMCO_BR_EVO,current-to-best1bin,2.7846468544701075e-05,0.02531417148886475,0.02528632502032005
paper_tables,table1_Michalewicz_d2_max,Michalewicz,2,SMCO_EVO,current-to-best1bin,-0.0,-4.938746703491313e-39,4.938746703491313e-39
paper_tables,table1_Michalewicz_d2_max,Michalewicz,2,SMCO_R_EVO,current-to-best1bin,-0.0,-1.7005946322164117e-41,1.7005946322164117e-41
paper_tables,table1_Michalewicz_d2_max,Michalewicz,2,SMCO_BR_EVO,current-to-best1bin,-0.0,-2.7409333520066233e-33,2.7409333520066233e-33
paper_tables,table1_Michalewicz_d2_min,Michalewicz,2,SMCO_EVO,current-to-best1bin,-1.8013034100985532,-1.8013013442351034,2.0658634498627038e-06
paper_tables,table1_Michalewicz_d2_min,Michalewicz,2,SMCO_R_EVO,current-to-best1bin,-1.8013034100985532,-1.801298865908686,4.544189867283777e-06
paper_tables,table1_Michalewicz_d2_min,Michalewicz,2,SMCO_BR_EVO,current-to-best1bin,-1.8013034100985532,-1.8012981806495463,5.229449006938225e-06
paper_tables,table1_Rastrigin_d2_max,Rastrigin,2,SMCO_EVO,current-to-best1bin,80.70658038767792,79.87527742092011,0.8313029667578036
paper_tables,table1_Rastrigin_d2_max,Rastrigin,2,SMCO_R_EVO,current-to-best1bin,80.70658038767792,79.81767090212276,0.8889094855551605
paper_tables,table1_Rastrigin_d2_max,Rastrigin,2,SMCO_BR_EVO,current-to-best1bin,80.70658038767792,79.79865182037042,0.9079285673074935
paper_tables,table1_Rastrigin_d2_min,Rastrigin,2,SMCO_EVO,current-to-best1bin,7.105427357601002e-14,0.01668643927023443,0.016686439270163375
paper_tables,table1_Rastrigin_d2_min,Rastrigin,2,SMCO_R_EVO,current-to-best1bin,7.105427357601002e-14,0.026719917183882478,0.026719917183811424
paper_tables,table1_Rastrigin_d2_min,Rastrigin,2,SMCO_BR_EVO,current-to-best1bin,7.105427357601002e-14,0.013231884369714316,0.013231884369643261
paper_tables,table2_Ackley_d200_max,Ackley,200,SMCO_EVO,current-to-best1bin,22.303144812085936,22.133547501979052,0.16959731010688373
paper_tables,table2_Ackley_d200_max,Ackley,200,SMCO_R_EVO,current-to-best1bin,22.303144812085936,22.156176608002067,0.14696820408386913
paper_tables,table2_Ackley_d200_max,Ackley,200,SMCO_BR_EVO,current-to-best1bin,22.303144812085936,22.14354561560119,0.15959919648474497
paper_tables,table2_Ackley_d200_min,Ackley,200,SMCO_EVO,current-to-best1bin,1.9749763158216638e-08,0.20020307380120822,0.20020305405144506
paper_tables,table2_Ackley_d200_min,Ackley,200,SMCO_R_EVO,current-to-best1bin,1.9749763158216638e-08,0.06541122220517162,0.06541120245540846
paper_tables,table2_Ackley_d200_min,Ackley,200,SMCO_BR_EVO,current-to-best1bin,1.9749763158216638e-08,0.07558118017114923,0.07558116042138607
paper_tables,table2_Griewank_d200_max,Griewank,200,SMCO_EVO,current-to-best1bin,17572.73156449872,17556.277876889744,16.453687608976907
paper_tables,table2_Griewank_d200_max,Griewank,200,SMCO_R_EVO,current-to-best1bin,17572.73156449872,17315.59907026162,257.1324942370993
paper_tables,table2_Griewank_d200_max,Griewank,200,SMCO_BR_EVO,current-to-best1bin,17572.73156449872,16577.253796327197,995.4777681715241
paper_tables,table2_Griewank_d200_min,Griewank,200,SMCO_EVO,current-to-best1bin,0.12175609367856555,0.593256124149662,0.47150003047109645
paper_tables,table2_Griewank_d200_min,Griewank,200,SMCO_R_EVO,current-to-best1bin,0.12175609367856555,0.14394806749588535,0.0221919738173198
paper_tables,table2_Griewank_d200_min,Griewank,200,SMCO_BR_EVO,current-to-best1bin,0.12175609367856555,0.1443868602962557,0.022630766617690146
paper_tables,table2_Michalewicz_d200_max,Michalewicz,200,SMCO_EVO,current-to-best1bin,-4.888254196900523e-14,-7.647702829824309e-07,7.647702340998889e-07
paper_tables,table2_Michalewicz_d200_max,Michalewicz,200,SMCO_R_EVO,current-to-best1bin,-4.888254196900523e-14,-1.7663677143095862e-13,1.2775422946195339e-13
paper_tables,table2_Michalewicz_d200_max,Michalewicz,200,SMCO_BR_EVO,current-to-best1bin,-4.888254196900523e-14,-1.7990800920566725e-12,1.7501975500876674e-12
paper_tables,table2_Michalewicz_d200_min,Michalewicz,200,SMCO_EVO,current-to-best1bin,-185.79379842143862,-151.89817119092535,33.89562723051327
paper_tables,table2_Michalewicz_d200_min,Michalewicz,200,SMCO_R_EVO,current-to-best1bin,-185.79379842143862,-184.68691542565392,1.1068829957847015
paper_tables,table2_Michalewicz_d200_min,Michalewicz,200,SMCO_BR_EVO,current-to-best1bin,-185.79379842143862,-181.71256914733618,4.081229274102441
paper_tables,table2_Rastrigin_d200_max,Rastrigin,200,SMCO_EVO,current-to-best1bin,8070.65803876756,6331.689546935928,1738.9684918316325
paper_tables,table2_Rastrigin_d200_max,Rastrigin,200,SMCO_R_EVO,current-to-best1bin,8070.65803876756,6333.824620184283,1736.8334185832773
paper_tables,table2_Rastrigin_d200_max,Rastrigin,200,SMCO_BR_EVO,current-to-best1bin,8070.65803876756,6333.724625587223,1736.933413180337
paper_tables,table2_Rastrigin_d200_min,Rastrigin,200,SMCO_EVO,current-to-best1bin,4.547473508864641e-12,314.37445150198454,314.37445150198
paper_tables,table2_Rastrigin_d200_min,Rastrigin,200,SMCO_R_EVO,current-to-best1bin,4.547473508864641e-12,316.32047425694,316.3204742569354
paper_tables,table2_Rastrigin_d200_min,Rastrigin,200,SMCO_BR_EVO,current-to-best1bin,4.547473508864641e-12,318.67754022136023,318.6775402213557
table3,table3_EmpiricalWelfare_d10,EmpiricalWelfare,10,SMCO_EVO,current-to-best1bin,2278.0709638946128,1836.8177350103017,441.25322888431106
table3,table3_EmpiricalWelfare_d10,EmpiricalWelfare,10,SMCO_R_EVO,current-to-best1bin,2278.0709638946128,1843.0104304456263,435.06053344898646
table3,table3_EmpiricalWelfare_d10,EmpiricalWelfare,10,SMCO_BR_EVO,current-to-best1bin,2278.0709638946128,1823.2619408001751,454.80902309443763
table3,table3_EmpiricalWelfare_d20,EmpiricalWelfare,20,SMCO_EVO,current-to-best1bin,2652.9475224981034,2300.7174086522837,352.2301138458197
table3,table3_EmpiricalWelfare_d20,EmpiricalWelfare,20,SMCO_R_EVO,current-to-best1bin,2652.9475224981034,2374.1783172503533,278.76920524775005
table3,table3_EmpiricalWelfare_d20,EmpiricalWelfare,20,SMCO_BR_EVO,current-to-best1bin,2652.9475224981034,2289.669393906539,363.2781285915644
table3,table3_EmpiricalWelfare_d5,EmpiricalWelfare,5,SMCO_EVO,current-to-best1bin,1432.9313130217945,1346.2950861975512,86.6362268242433
table3,table3_EmpiricalWelfare_d5,EmpiricalWelfare,5,SMCO_R_EVO,current-to-best1bin,1432.9313130217945,1343.3889114171113,89.54240160468316
table3,table3_EmpiricalWelfare_d5,EmpiricalWelfare,5,SMCO_BR_EVO,current-to-best1bin,1432.9313130217945,1338.6892713867526,94.24204163504191
table3,table3_EmpiricalWelfare_d50,EmpiricalWelfare,50,SMCO_EVO,current-to-best1bin,3680.298547110485,3131.1655751924545,549.1329719180303
table3,table3_EmpiricalWelfare_d50,EmpiricalWelfare,50,SMCO_R_EVO,current-to-best1bin,3680.298547110485,3210.8741244714306,469.4244226390542
table3,table3_EmpiricalWelfare_d50,EmpiricalWelfare,50,SMCO_BR_EVO,current-to-best1bin,3680.298547110485,3005.8827062777846,674.4158408327003
table3,table3_MaximumScore_d10,MaximumScore,10,SMCO_EVO,current-to-best1bin,0.47,0.42943999999999993,0.04056000000000004
table3,table3_MaximumScore_d10,MaximumScore,10,SMCO_R_EVO,current-to-best1bin,0.47,0.4292000000000001,0.04079999999999989
table3,table3_MaximumScore_d10,MaximumScore,10,SMCO_BR_EVO,current-to-best1bin,0.47,0.42564,0.044359999999999955
table3,table3_MaximumScore_d20,MaximumScore,20,SMCO_EVO,current-to-best1bin,0.47,0.43896,0.031039999999999957
table3,table3_MaximumScore_d20,MaximumScore,20,SMCO_R_EVO,current-to-best1bin,0.47,0.43504000000000004,0.034959999999999936
table3,table3_MaximumScore_d20,MaximumScore,20,SMCO_BR_EVO,current-to-best1bin,0.47,0.42744,0.04255999999999999
table3,table3_MaximumScore_d5,MaximumScore,5,SMCO_EVO,current-to-best1bin,0.472,0.41268,0.059319999999999984
