label,name,dim,maximize,repetitions,iter_max,n_starts,seed,evolution_strategy,best_opt,algo,time_avg,rMSE,AE50,AE95,AE99,fopt_mean,fopt_sd
Mishra6_2d,Mishra6,2,False,20,300,10,20262228,sobol,-3.962707721644123,SMCO_BR,0.13108683049795217,0.09562506850690689,0.00021395512520316906,0.1152479924142682,0.30995389435621695,-3.912628337389383,0.08357920290054971
Mishra6_2d,Mishra6,2,False,20,300,10,20262228,sobol,-3.962707721644123,SMCO_BR_EVO,0.1330025629431475,0.09535732308863672,0.0015887893596024938,0.11524875559116575,0.3099540980236785,-3.9128431723270873,0.08339219822172889
Mishra6_2d,Mishra6,2,False,20,300,10,20262228,sobol,-3.962707721644123,SMCO_EVO,0.13034899135236627,0.09730021703535492,0.04042633648412686,0.11526000023905697,0.3099564102131085,-3.9078245491149155,0.08243127669223654
Mishra6_2d,Mishra6,2,False,20,300,10,20262228,sobol,-3.962707721644123,SMCO_R,0.12936614530044607,0.09492783772181283,0.0027510467028486474,0.11524540208836792,0.3099533518900174,-3.912951264373439,0.08294315957588716
Mishra6_2d,Mishra6,2,False,20,300,10,20262228,sobol,-3.962707721644123,SMCO_R_EVO,0.12910671449790243,0.04948920559302985,0.00017281124636170375,0.10243591140927535,0.10243625282258549,-3.932659678485944,0.04034452382579136
NegativeSquaredNorm_10d,NegativeSquaredNorm,10,True,20,300,10,20260628,sobol,-4.0373592735600385e-07,SMCO,0.30937151005491614,1.3908809213111448e-05,1.2770930157543766e-05,1.8963243899418794e-05,1.9552146788266426e-05,-1.3879409908888125e-05,3.5334766642846685e-06
NegativeSquaredNorm_10d,NegativeSquaredNorm,10,True,20,300,10,20260628,sobol,-4.0373592735600385e-07,SMCO_BR,0.3158041451504687,9.62032353290124e-07,9.668199088569627e-07,1.3329767879133846e-06,1.344864248877488e-06,-1.3012107131092039e-06,3.554763412279677e-07
NegativeSquaredNorm_10d,NegativeSquaredNorm,10,True,20,300,10,20260628,sobol,-4.0373592735600385e-07,SMCO_BR_EVO,0.3210707587597426,1.0951612360868813e-06,1.0505563009691535e-06,1.4200314747579748e-06,1.7404205602401594e-06,-1.4427544107130615e-06,3.551407790095663e-07
NegativeSquaredNorm_10d,NegativeSquaredNorm,10,True,20,300,10,20260628,sobol,-4.0373592735600385e-07,SMCO_EVO,0.3086732665484305,1.558256703637479e-05,1.5843745657684046e-05,1.982794255852623e-05,2.0681929767726267e-05,-1.564189260253763e-05,3.3427024342481187e-06
NegativeSquaredNorm_10d,NegativeSquaredNorm,10,True,20,300,10,20260628,sobol,-4.0373592735600385e-07,SMCO_R,0.316125281053246,8.259661159585616e-07,8.169396758297433e-07,1.18096639231991e-06,1.2576958581683269e-06,-1.1641967177891593e-06,3.3073985790306547e-07
